SANM,Date
20.459999084472656,2002-08-28
21.0,2002-08-29
21.239999771118164,2002-08-30
20.219999313354492,2002-09-03
22.020000457763672,2002-09-04
21.299999237060547,2002-09-05
23.940000534057617,2002-09-06
23.700000762939453,2002-09-09
23.940000534057617,2002-09-10
23.700000762939453,2002-09-11
21.420000076293945,2002-09-12
19.920000076293945,2002-09-13
19.139999389648438,2002-09-16
18.239999771118164,2002-09-17
17.8799991607666,2002-09-18
15.960000038146973,2002-09-19
17.940000534057617,2002-09-20
16.3799991607666,2002-09-23
15.0600004196167,2002-09-24
17.520000457763672,2002-09-25
17.520000457763672,2002-09-26
17.760000228881836,2002-09-27
16.6200008392334,2002-09-30
20.040000915527344,2002-10-01
18.1200008392334,2002-10-02
18.420000076293945,2002-10-03
15.779999732971191,2002-10-04
16.200000762939453,2002-10-07
14.760000228881836,2002-10-08
14.15999984741211,2002-10-09
12.0,2002-10-10
11.819999694824219,2002-10-11
10.199999809265137,2002-10-14
10.739999771118164,2002-10-15
9.65999984741211,2002-10-16
10.5600004196167,2002-10-17
10.859999656677246,2002-10-18
11.9399995803833,2002-10-21
12.0,2002-10-22
13.680000305175781,2002-10-23
12.779999732971191,2002-10-24
13.020000457763672,2002-10-25
12.539999961853027,2002-10-28
11.880000114440918,2002-10-29
17.459999084472656,2002-10-30
18.479999542236328,2002-10-31
18.600000381469727,2002-11-01
19.559999465942383,2002-11-04
19.31999969482422,2002-11-05
20.15999984741211,2002-11-06
18.600000381469727,2002-11-07
18.059999465942383,2002-11-08
16.3799991607666,2002-11-11
17.399999618530273,2002-11-12
17.520000457763672,2002-11-13
18.780000686645508,2002-11-14
20.399999618530273,2002-11-15
19.020000457763672,2002-11-18
17.940000534057617,2002-11-19
19.979999542236328,2002-11-20
20.8799991607666,2002-11-21
24.18000030517578,2002-11-22
27.600000381469727,2002-11-25
28.440000534057617,2002-11-26
29.940000534057617,2002-11-27
28.799999237060547,2002-11-29
29.399999618530273,2002-12-02
29.15999984741211,2002-12-03
25.920000076293945,2002-12-04
25.6200008392334,2002-12-05
27.059999465942383,2002-12-06
23.040000915527344,2002-12-09
24.239999771118164,2002-12-10
24.65999984741211,2002-12-11
25.440000534057617,2002-12-12
23.760000228881836,2002-12-13
25.979999542236328,2002-12-16
26.459999084472656,2002-12-17
24.65999984741211,2002-12-18
22.6200008392334,2002-12-19
24.299999237060547,2002-12-20
25.799999237060547,2002-12-23
25.260000228881836,2002-12-24
24.18000030517578,2002-12-26
24.540000915527344,2002-12-27
24.479999542236328,2002-12-30
26.940000534057617,2002-12-31
27.059999465942383,2003-01-02
25.260000228881836,2003-01-03
27.479999542236328,2003-01-06
30.299999237060547,2003-01-07
28.920000076293945,2003-01-08
30.600000381469727,2003-01-09
31.68000030517578,2003-01-10
29.399999618530273,2003-01-13
30.420000076293945,2003-01-14
30.0,2003-01-15
28.799999237060547,2003-01-16
25.860000610351562,2003-01-17
25.920000076293945,2003-01-21
23.940000534057617,2003-01-22
24.18000030517578,2003-01-23
23.040000915527344,2003-01-24
23.399999618530273,2003-01-27
23.520000457763672,2003-01-28
24.360000610351562,2003-01-29
22.440000534057617,2003-01-30
21.959999084472656,2003-01-31
22.020000457763672,2003-02-03
21.420000076293945,2003-02-04
21.420000076293945,2003-02-05
21.719999313354492,2003-02-06
21.719999313354492,2003-02-07
22.739999771118164,2003-02-10
22.68000030517578,2003-02-11
21.18000030517578,2003-02-12
21.780000686645508,2003-02-13
22.739999771118164,2003-02-14
24.059999465942383,2003-02-18
23.639999389648438,2003-02-19
23.520000457763672,2003-02-20
23.81999969482422,2003-02-21
22.799999237060547,2003-02-24
24.0,2003-02-25
22.68000030517578,2003-02-26
23.940000534057617,2003-02-27
25.799999237060547,2003-02-28
25.559999465942383,2003-03-03
25.020000457763672,2003-03-04
24.959999084472656,2003-03-05
25.260000228881836,2003-03-06
24.899999618530273,2003-03-07
24.780000686645508,2003-03-10
23.700000762939453,2003-03-11
23.8799991607666,2003-03-12
26.639999389648438,2003-03-13
27.239999771118164,2003-03-14
28.860000610351562,2003-03-17
29.8799991607666,2003-03-18
28.31999969482422,2003-03-19
27.780000686645508,2003-03-20
27.780000686645508,2003-03-21
27.1200008392334,2003-03-24
27.719999313354492,2003-03-25
26.700000762939453,2003-03-26
26.520000457763672,2003-03-27
25.979999542236328,2003-03-28
24.239999771118164,2003-03-31
24.1200008392334,2003-04-01
26.040000915527344,2003-04-02
25.860000610351562,2003-04-03
25.5,2003-04-04
25.5,2003-04-07
25.6200008392334,2003-04-08
24.18000030517578,2003-04-09
25.139999389648438,2003-04-10
25.979999542236328,2003-04-11
26.100000381469727,2003-04-14
26.280000686645508,2003-04-15
27.1200008392334,2003-04-16
28.5,2003-04-17
30.479999542236328,2003-04-21
28.5,2003-04-22
28.920000076293945,2003-04-23
28.799999237060547,2003-04-24
26.280000686645508,2003-04-25
27.899999618530273,2003-04-28
27.959999084472656,2003-04-29
28.799999237060547,2003-04-30
28.979999542236328,2003-05-01
30.420000076293945,2003-05-02
31.979999542236328,2003-05-05
33.0,2003-05-06
30.600000381469727,2003-05-07
30.479999542236328,2003-05-08
31.979999542236328,2003-05-09
32.15999984741211,2003-05-12
33.2400016784668,2003-05-13
34.79999923706055,2003-05-14
36.18000030517578,2003-05-15
36.18000030517578,2003-05-16
33.0,2003-05-19
31.920000076293945,2003-05-20
31.68000030517578,2003-05-21
32.34000015258789,2003-05-22
32.459999084472656,2003-05-23
33.84000015258789,2003-05-27
34.97999954223633,2003-05-28
35.099998474121094,2003-05-29
34.31999969482422,2003-05-30
32.81999969482422,2003-06-02
34.20000076293945,2003-06-03
39.0,2003-06-04
38.7599983215332,2003-06-05
36.2400016784668,2003-06-06
35.7599983215332,2003-06-09
36.0,2003-06-10
38.70000076293945,2003-06-11
39.119998931884766,2003-06-12
36.900001525878906,2003-06-13
37.86000061035156,2003-06-16
38.040000915527344,2003-06-17
38.58000183105469,2003-06-18
39.29999923706055,2003-06-19
39.18000030517578,2003-06-20
37.13999938964844,2003-06-23
36.65999984741211,2003-06-24
36.29999923706055,2003-06-25
37.91999816894531,2003-06-26
37.439998626708984,2003-06-27
37.91999816894531,2003-06-30
38.939998626708984,2003-07-01
41.63999938964844,2003-07-02
40.91999816894531,2003-07-03
43.97999954223633,2003-07-07
47.099998474121094,2003-07-08
49.439998626708984,2003-07-09
47.34000015258789,2003-07-10
46.91999816894531,2003-07-11
47.52000045776367,2003-07-14
48.41999816894531,2003-07-15
45.959999084472656,2003-07-16
42.2400016784668,2003-07-17
44.52000045776367,2003-07-18
44.099998474121094,2003-07-21
45.47999954223633,2003-07-22
46.13999938964844,2003-07-23
45.0,2003-07-24
46.68000030517578,2003-07-25
47.400001525878906,2003-07-28
47.459999084472656,2003-07-29
47.15999984741211,2003-07-30
47.81999969482422,2003-07-31
48.900001525878906,2003-08-01
49.5,2003-08-04
47.58000183105469,2003-08-05
45.0,2003-08-06
45.84000015258789,2003-08-07
45.060001373291016,2003-08-08
46.380001068115234,2003-08-11
47.63999938964844,2003-08-12
48.720001220703125,2003-08-13
48.599998474121094,2003-08-14
49.08000183105469,2003-08-15
51.540000915527344,2003-08-18
54.599998474121094,2003-08-19
54.2400016784668,2003-08-20
53.880001068115234,2003-08-21
53.459999084472656,2003-08-22
51.47999954223633,2003-08-25
52.439998626708984,2003-08-26
52.02000045776367,2003-08-27
52.7400016784668,2003-08-28
54.060001373291016,2003-08-29
53.70000076293945,2003-09-02
53.220001220703125,2003-09-03
56.279998779296875,2003-09-04
56.099998474121094,2003-09-05
58.68000030517578,2003-09-08
56.7599983215332,2003-09-09
54.0,2003-09-10
55.20000076293945,2003-09-11
53.099998474121094,2003-09-12
54.060001373291016,2003-09-15
58.380001068115234,2003-09-16
61.619998931884766,2003-09-17
64.68000030517578,2003-09-18
62.939998626708984,2003-09-19
61.86000061035156,2003-09-22
62.52000045776367,2003-09-23
58.5,2003-09-24
57.18000030517578,2003-09-25
56.15999984741211,2003-09-26
59.880001068115234,2003-09-29
57.959999084472656,2003-09-30
57.119998931884766,2003-10-01
61.79999923706055,2003-10-02
63.900001525878906,2003-10-03
64.13999938964844,2003-10-06
65.0999984741211,2003-10-07
63.900001525878906,2003-10-08
63.41999816894531,2003-10-09
62.880001068115234,2003-10-10
64.19999694824219,2003-10-13
64.9800033569336,2003-10-14
64.91999816894531,2003-10-15
65.81999969482422,2003-10-16
62.81999969482422,2003-10-17
63.41999816894531,2003-10-20
63.47999954223633,2003-10-21
60.18000030517578,2003-10-22
56.220001220703125,2003-10-23
57.47999954223633,2003-10-24
57.47999954223633,2003-10-27
60.119998931884766,2003-10-28
63.29999923706055,2003-10-29
62.34000015258789,2003-10-30
63.18000030517578,2003-10-31
64.26000213623047,2003-11-03
64.80000305175781,2003-11-04
65.45999908447266,2003-11-05
66.4800033569336,2003-11-06
67.86000061035156,2003-11-07
65.69999694824219,2003-11-10
65.81999969482422,2003-11-11
69.12000274658203,2003-11-12
69.18000030517578,2003-11-13
66.9000015258789,2003-11-14
63.959999084472656,2003-11-17
63.779998779296875,2003-11-18
64.73999786376953,2003-11-19
65.33999633789062,2003-11-20
66.66000366210938,2003-11-21
69.83999633789062,2003-11-24
70.55999755859375,2003-11-25
73.31999969482422,2003-11-26
73.13999938964844,2003-11-28
73.44000244140625,2003-12-01
72.18000030517578,2003-12-02
71.94000244140625,2003-12-03
71.94000244140625,2003-12-04
68.69999694824219,2003-12-05
70.19999694824219,2003-12-08
66.0,2003-12-09
64.5,2003-12-10
70.0199966430664,2003-12-11
69.12000274658203,2003-12-12
68.69999694824219,2003-12-15
70.19999694824219,2003-12-16
71.69999694824219,2003-12-17
74.0999984741211,2003-12-18
75.36000061035156,2003-12-19
74.22000122070312,2003-12-22
74.16000366210938,2003-12-23
74.58000183105469,2003-12-24
74.16000366210938,2003-12-26
75.30000305175781,2003-12-29
76.0199966430664,2003-12-30
75.5999984741211,2003-12-31
75.36000061035156,2004-01-02
78.4800033569336,2004-01-05
80.63999938964844,2004-01-06
81.41999816894531,2004-01-07
82.9800033569336,2004-01-08
81.72000122070312,2004-01-09
83.0999984741211,2004-01-12
81.23999786376953,2004-01-13
82.13999938964844,2004-01-14
83.04000091552734,2004-01-15
89.94000244140625,2004-01-16
91.86000061035156,2004-01-20
84.72000122070312,2004-01-21
81.83999633789062,2004-01-22
76.80000305175781,2004-01-23
79.44000244140625,2004-01-26
77.58000183105469,2004-01-27
76.68000030517578,2004-01-28
75.30000305175781,2004-01-29
78.30000305175781,2004-01-30
77.81999969482422,2004-02-02
77.22000122070312,2004-02-03
73.26000213623047,2004-02-04
74.81999969482422,2004-02-05
78.54000091552734,2004-02-06
76.86000061035156,2004-02-09
78.0,2004-02-10
79.73999786376953,2004-02-11
79.86000061035156,2004-02-12
78.66000366210938,2004-02-13
80.4000015258789,2004-02-17
80.69999694824219,2004-02-18
80.0999984741211,2004-02-19
77.16000366210938,2004-02-20
74.94000244140625,2004-02-23
72.95999908447266,2004-02-24
74.81999969482422,2004-02-25
75.77999877929688,2004-02-26
76.13999938964844,2004-02-27
76.68000030517578,2004-03-01
77.45999908447266,2004-03-02
75.9000015258789,2004-03-03
77.45999908447266,2004-03-04
76.73999786376953,2004-03-05
72.95999908447266,2004-03-08
69.05999755859375,2004-03-09
68.69999694824219,2004-03-10
65.58000183105469,2004-03-11
68.22000122070312,2004-03-12
65.45999908447266,2004-03-15
65.4000015258789,2004-03-16
68.0999984741211,2004-03-17
66.72000122070312,2004-03-18
63.84000015258789,2004-03-19
62.459999084472656,2004-03-22
61.91999816894531,2004-03-23
62.81999969482422,2004-03-24
65.04000091552734,2004-03-25
66.05999755859375,2004-03-26
66.4800033569336,2004-03-29
66.95999908447266,2004-03-30
66.23999786376953,2004-03-31
68.04000091552734,2004-04-01
70.31999969482422,2004-04-02
72.0,2004-04-05
70.68000030517578,2004-04-06
69.18000030517578,2004-04-07
68.0999984741211,2004-04-08
68.4000015258789,2004-04-12
66.72000122070312,2004-04-13
65.94000244140625,2004-04-14
65.16000366210938,2004-04-15
63.29999923706055,2004-04-16
64.73999786376953,2004-04-19
61.13999938964844,2004-04-20
70.0199966430664,2004-04-21
67.31999969482422,2004-04-22
67.37999725341797,2004-04-23
68.04000091552734,2004-04-26
67.26000213623047,2004-04-27
65.22000122070312,2004-04-28
62.70000076293945,2004-04-29
60.119998931884766,2004-04-30
59.880001068115234,2004-05-03
62.70000076293945,2004-05-04
63.36000061035156,2004-05-05
62.099998474121094,2004-05-06
61.08000183105469,2004-05-07
58.560001373291016,2004-05-10
60.540000915527344,2004-05-11
61.86000061035156,2004-05-12
62.52000045776367,2004-05-13
59.220001220703125,2004-05-14
58.20000076293945,2004-05-17
60.720001220703125,2004-05-18
61.619998931884766,2004-05-19
60.959999084472656,2004-05-20
61.380001068115234,2004-05-21
60.720001220703125,2004-05-24
61.20000076293945,2004-05-25
64.13999938964844,2004-05-26
64.31999969482422,2004-05-27
64.19999694824219,2004-05-28
65.45999908447266,2004-06-01
63.36000061035156,2004-06-02
61.08000183105469,2004-06-03
61.5,2004-06-04
64.62000274658203,2004-06-07
62.400001525878906,2004-06-08
59.880001068115234,2004-06-09
59.279998779296875,2004-06-10
55.08000183105469,2004-06-14
56.34000015258789,2004-06-15
56.63999938964844,2004-06-16
53.400001525878906,2004-06-17
54.0,2004-06-18
53.400001525878906,2004-06-21
53.400001525878906,2004-06-22
54.47999954223633,2004-06-23
53.81999969482422,2004-06-24
54.2400016784668,2004-06-25
53.279998779296875,2004-06-28
54.41999816894531,2004-06-29
54.599998474121094,2004-06-30
49.79999923706055,2004-07-01
48.2400016784668,2004-07-02
44.400001525878906,2004-07-06
43.439998626708984,2004-07-07
43.31999969482422,2004-07-08
44.15999984741211,2004-07-09
41.459999084472656,2004-07-12
42.060001373291016,2004-07-13
40.5,2004-07-14
40.20000076293945,2004-07-15
40.02000045776367,2004-07-16
40.20000076293945,2004-07-19
41.220001220703125,2004-07-20
43.31999969482422,2004-07-21
45.18000030517578,2004-07-22
43.08000183105469,2004-07-23
42.779998779296875,2004-07-26
43.31999969482422,2004-07-27
42.36000061035156,2004-07-28
43.08000183105469,2004-07-29
44.040000915527344,2004-07-30
44.939998626708984,2004-08-02
42.41999816894531,2004-08-03
43.86000061035156,2004-08-04
43.08000183105469,2004-08-05
40.79999923706055,2004-08-06
41.279998779296875,2004-08-09
42.779998779296875,2004-08-10
40.08000183105469,2004-08-11
38.220001220703125,2004-08-12
38.459999084472656,2004-08-13
39.41999816894531,2004-08-16
41.099998474121094,2004-08-17
42.060001373291016,2004-08-18
40.380001068115234,2004-08-19
40.5,2004-08-20
40.13999938964844,2004-08-23
41.279998779296875,2004-08-24
42.65999984741211,2004-08-25
42.2400016784668,2004-08-26
43.619998931884766,2004-08-27
40.97999954223633,2004-08-30
41.52000045776367,2004-08-31
40.7400016784668,2004-09-01
41.099998474121094,2004-09-02
38.7599983215332,2004-09-03
39.41999816894531,2004-09-07
39.0,2004-09-08
41.15999984741211,2004-09-09
43.5,2004-09-10
47.099998474121094,2004-09-13
45.47999954223633,2004-09-14
42.41999816894531,2004-09-15
42.119998931884766,2004-09-16
42.41999816894531,2004-09-17
42.060001373291016,2004-09-20
43.380001068115234,2004-09-21
43.68000030517578,2004-09-22
42.36000061035156,2004-09-23
41.52000045776367,2004-09-24
40.560001373291016,2004-09-27
40.13999938964844,2004-09-28
41.52000045776367,2004-09-29
42.29999923706055,2004-09-30
44.459999084472656,2004-10-01
44.7599983215332,2004-10-04
44.400001525878906,2004-10-05
44.81999969482422,2004-10-06
45.18000030517578,2004-10-07
43.31999969482422,2004-10-08
43.380001068115234,2004-10-11
43.31999969482422,2004-10-12
44.040000915527344,2004-10-13
43.02000045776367,2004-10-14
42.84000015258789,2004-10-15
44.279998779296875,2004-10-18
44.040000915527344,2004-10-19
44.040000915527344,2004-10-20
44.939998626708984,2004-10-21
43.2599983215332,2004-10-22
43.08000183105469,2004-10-25
42.84000015258789,2004-10-26
44.70000076293945,2004-10-27
45.18000030517578,2004-10-28
48.0,2004-10-29
47.70000076293945,2004-11-01
49.439998626708984,2004-11-02
49.68000030517578,2004-11-03
50.400001525878906,2004-11-04
52.79999923706055,2004-11-05
52.7400016784668,2004-11-08
51.18000030517578,2004-11-09
51.47999954223633,2004-11-10
53.34000015258789,2004-11-11
54.0,2004-11-12
53.279998779296875,2004-11-15
52.560001373291016,2004-11-16
54.84000015258789,2004-11-17
55.08000183105469,2004-11-18
52.97999954223633,2004-11-19
52.86000061035156,2004-11-22
52.13999938964844,2004-11-23
52.91999816894531,2004-11-24
52.79999923706055,2004-11-26
53.400001525878906,2004-11-29
52.97999954223633,2004-11-30
55.7400016784668,2004-12-01
54.18000030517578,2004-12-02
53.70000076293945,2004-12-03
54.2400016784668,2004-12-06
51.18000030517578,2004-12-07
50.459999084472656,2004-12-08
50.459999084472656,2004-12-09
49.79999923706055,2004-12-10
50.52000045776367,2004-12-13
52.20000076293945,2004-12-14
51.36000061035156,2004-12-15
50.939998626708984,2004-12-16
48.36000061035156,2004-12-17
48.959999084472656,2004-12-20
49.560001373291016,2004-12-21
48.0,2004-12-22
48.29999923706055,2004-12-23
48.119998931884766,2004-12-27
48.65999984741211,2004-12-28
49.86000061035156,2004-12-29
50.63999938964844,2004-12-30
50.81999969482422,2004-12-31
49.20000076293945,2005-01-03
46.7400016784668,2005-01-04
46.31999969482422,2005-01-05
46.439998626708984,2005-01-06
47.099998474121094,2005-01-07
45.540000915527344,2005-01-10
44.58000183105469,2005-01-11
44.459999084472656,2005-01-12
43.2599983215332,2005-01-13
43.08000183105469,2005-01-14
43.02000045776367,2005-01-18
41.7599983215332,2005-01-19
42.779998779296875,2005-01-20
42.65999984741211,2005-01-21
41.7599983215332,2005-01-24
42.29999923706055,2005-01-25
44.099998474121094,2005-01-26
44.52000045776367,2005-01-27
38.220001220703125,2005-01-28
37.08000183105469,2005-01-31
36.84000015258789,2005-02-01
36.47999954223633,2005-02-02
36.0,2005-02-03
36.720001220703125,2005-02-04
36.84000015258789,2005-02-07
37.439998626708984,2005-02-08
36.2400016784668,2005-02-09
35.70000076293945,2005-02-10
36.540000915527344,2005-02-11
36.119998931884766,2005-02-14
36.65999984741211,2005-02-15
36.779998779296875,2005-02-16
35.7599983215332,2005-02-17
35.58000183105469,2005-02-18
34.20000076293945,2005-02-22
34.439998626708984,2005-02-23
35.040000915527344,2005-02-24
33.779998779296875,2005-02-25
33.060001373291016,2005-02-28
32.880001068115234,2005-03-01
31.5,2005-03-02
35.52000045776367,2005-03-03
35.7599983215332,2005-03-04
37.13999938964844,2005-03-07
35.040000915527344,2005-03-08
34.08000183105469,2005-03-09
34.20000076293945,2005-03-10
32.880001068115234,2005-03-11
33.18000030517578,2005-03-14
32.63999938964844,2005-03-15
33.119998931884766,2005-03-16
32.63999938964844,2005-03-17
32.81999969482422,2005-03-18
33.540000915527344,2005-03-21
32.7599983215332,2005-03-22
31.6200008392334,2005-03-23
31.6200008392334,2005-03-24
30.360000610351562,2005-03-28
30.479999542236328,2005-03-29
30.600000381469727,2005-03-30
31.31999969482422,2005-03-31
30.360000610351562,2005-04-01
30.600000381469727,2005-04-04
30.239999771118164,2005-04-05
30.18000030517578,2005-04-06
30.540000915527344,2005-04-07
30.299999237060547,2005-04-08
29.280000686645508,2005-04-11
30.18000030517578,2005-04-12
28.860000610351562,2005-04-13
28.139999389648438,2005-04-14
25.799999237060547,2005-04-15
27.299999237060547,2005-04-18
27.540000915527344,2005-04-19
27.239999771118164,2005-04-20
28.079999923706055,2005-04-21
28.559999465942383,2005-04-22
28.3799991607666,2005-04-25
27.65999984741211,2005-04-26
27.0,2005-04-27
22.739999771118164,2005-04-28
24.0,2005-04-29
24.0,2005-05-02
24.18000030517578,2005-05-03
24.84000015258789,2005-05-04
24.059999465942383,2005-05-05
25.079999923706055,2005-05-06
24.959999084472656,2005-05-09
24.18000030517578,2005-05-10
24.299999237060547,2005-05-11
24.239999771118164,2005-05-12
25.31999969482422,2005-05-13
26.040000915527344,2005-05-16
26.520000457763672,2005-05-17
27.899999618530273,2005-05-18
28.079999923706055,2005-05-19
28.799999237060547,2005-05-20
28.3799991607666,2005-05-23
28.3799991607666,2005-05-24
28.260000228881836,2005-05-25
28.860000610351562,2005-05-26
30.18000030517578,2005-05-27
30.600000381469727,2005-05-31
31.020000457763672,2005-06-01
31.3799991607666,2005-06-02
31.139999389648438,2005-06-03
31.200000762939453,2005-06-06
31.139999389648438,2005-06-07
31.260000228881836,2005-06-08
31.739999771118164,2005-06-09
31.559999465942383,2005-06-10
31.68000030517578,2005-06-13
31.979999542236328,2005-06-14
32.459999084472656,2005-06-15
33.36000061035156,2005-06-16
34.02000045776367,2005-06-17
34.380001068115234,2005-06-20
33.720001220703125,2005-06-21
34.08000183105469,2005-06-22
33.2400016784668,2005-06-23
32.939998626708984,2005-06-24
31.31999969482422,2005-06-27
32.099998474121094,2005-06-28
32.939998626708984,2005-06-29
32.81999969482422,2005-06-30
32.400001525878906,2005-07-01
33.18000030517578,2005-07-05
33.720001220703125,2005-07-06
32.81999969482422,2005-07-07
32.58000183105469,2005-07-08
33.41999816894531,2005-07-11
33.29999923706055,2005-07-12
33.779998779296875,2005-07-13
33.47999954223633,2005-07-14
33.18000030517578,2005-07-15
33.18000030517578,2005-07-18
34.5,2005-07-19
35.939998626708984,2005-07-20
34.97999954223633,2005-07-21
32.34000015258789,2005-07-22
31.200000762939453,2005-07-25
31.559999465942383,2005-07-26
27.84000015258789,2005-07-27
28.559999465942383,2005-07-28
28.68000030517578,2005-07-29
28.68000030517578,2005-08-01
29.520000457763672,2005-08-02
28.860000610351562,2005-08-03
28.5,2005-08-04
28.079999923706055,2005-08-05
28.68000030517578,2005-08-08
29.579999923706055,2005-08-09
29.219999313354492,2005-08-10
29.940000534057617,2005-08-11
29.940000534057617,2005-08-12
29.700000762939453,2005-08-15
29.459999084472656,2005-08-16
28.200000762939453,2005-08-17
28.6200008392334,2005-08-18
29.459999084472656,2005-08-19
28.31999969482422,2005-08-22
28.799999237060547,2005-08-23
29.700000762939453,2005-08-24
30.540000915527344,2005-08-25
30.18000030517578,2005-08-26
30.600000381469727,2005-08-29
30.059999465942383,2005-08-30
30.420000076293945,2005-08-31
29.399999618530273,2005-09-01
28.440000534057617,2005-09-02
29.15999984741211,2005-09-06
29.81999969482422,2005-09-07
29.219999313354492,2005-09-08
29.15999984741211,2005-09-09
28.6200008392334,2005-09-12
28.920000076293945,2005-09-13
29.280000686645508,2005-09-14
27.299999237060547,2005-09-15
26.8799991607666,2005-09-16
26.280000686645508,2005-09-19
25.739999771118164,2005-09-20
25.200000762939453,2005-09-21
24.299999237060547,2005-09-22
26.15999984741211,2005-09-23
26.280000686645508,2005-09-26
24.299999237060547,2005-09-27
24.899999618530273,2005-09-28
24.84000015258789,2005-09-29
25.739999771118164,2005-09-30
25.5,2005-10-03
25.920000076293945,2005-10-04
24.479999542236328,2005-10-05
24.65999984741211,2005-10-06
24.420000076293945,2005-10-07
24.780000686645508,2005-10-10
24.299999237060547,2005-10-11
24.239999771118164,2005-10-12
24.84000015258789,2005-10-13
24.540000915527344,2005-10-14
24.600000381469727,2005-10-17
24.299999237060547,2005-10-18
24.780000686645508,2005-10-19
24.600000381469727,2005-10-20
22.860000610351562,2005-10-21
22.440000534057617,2005-10-24
22.5,2005-10-25
21.65999984741211,2005-10-26
21.239999771118164,2005-10-27
21.18000030517578,2005-10-28
21.899999618530273,2005-10-31
21.959999084472656,2005-11-01
22.200000762939453,2005-11-02
21.959999084472656,2005-11-03
26.459999084472656,2005-11-04
26.760000228881836,2005-11-07
26.940000534057617,2005-11-08
28.200000762939453,2005-11-09
26.219999313354492,2005-11-10
25.920000076293945,2005-11-11
25.5,2005-11-14
25.200000762939453,2005-11-15
24.84000015258789,2005-11-16
25.920000076293945,2005-11-17
25.260000228881836,2005-11-18
25.3799991607666,2005-11-21
25.200000762939453,2005-11-22
26.040000915527344,2005-11-23
26.219999313354492,2005-11-25
25.260000228881836,2005-11-28
25.3799991607666,2005-11-29
24.84000015258789,2005-11-30
25.920000076293945,2005-12-01
26.520000457763672,2005-12-02
26.34000015258789,2005-12-05
26.040000915527344,2005-12-06
25.739999771118164,2005-12-07
25.440000534057617,2005-12-08
25.440000534057617,2005-12-09
25.559999465942383,2005-12-12
25.5,2005-12-13
25.979999542236328,2005-12-14
26.520000457763672,2005-12-15
25.3799991607666,2005-12-16
25.5,2005-12-19
25.139999389648438,2005-12-20
25.139999389648438,2005-12-21
26.040000915527344,2005-12-22
26.459999084472656,2005-12-23
26.100000381469727,2005-12-27
25.799999237060547,2005-12-28
25.5,2005-12-29
25.559999465942383,2005-12-30
26.280000686645508,2006-01-03
26.459999084472656,2006-01-04
27.0,2006-01-05
28.260000228881836,2006-01-06
29.459999084472656,2006-01-09
29.219999313354492,2006-01-10
28.739999771118164,2006-01-11
28.739999771118164,2006-01-12
28.440000534057617,2006-01-13
27.18000030517578,2006-01-17
27.65999984741211,2006-01-18
28.200000762939453,2006-01-19
27.059999465942383,2006-01-20
26.8799991607666,2006-01-23
26.760000228881836,2006-01-24
26.8799991607666,2006-01-25
24.65999984741211,2006-01-26
24.299999237060547,2006-01-27
25.920000076293945,2006-01-30
25.260000228881836,2006-01-31
25.200000762939453,2006-02-01
25.31999969482422,2006-02-02
24.719999313354492,2006-02-03
24.899999618530273,2006-02-06
24.239999771118164,2006-02-07
24.540000915527344,2006-02-08
25.139999389648438,2006-02-09
25.020000457763672,2006-02-10
24.719999313354492,2006-02-13
24.1200008392334,2006-02-14
24.540000915527344,2006-02-15
24.420000076293945,2006-02-16
24.719999313354492,2006-02-17
24.780000686645508,2006-02-21
24.059999465942383,2006-02-22
23.15999984741211,2006-02-23
23.219999313354492,2006-02-24
23.399999618530273,2006-02-27
23.15999984741211,2006-02-28
23.579999923706055,2006-03-01
23.399999618530273,2006-03-02
23.280000686645508,2006-03-03
22.920000076293945,2006-03-06
22.860000610351562,2006-03-07
22.6200008392334,2006-03-08
22.079999923706055,2006-03-09
22.559999465942383,2006-03-10
22.68000030517578,2006-03-13
23.040000915527344,2006-03-14
23.579999923706055,2006-03-15
23.81999969482422,2006-03-16
24.479999542236328,2006-03-17
24.540000915527344,2006-03-20
24.540000915527344,2006-03-21
25.139999389648438,2006-03-22
25.260000228881836,2006-03-23
25.3799991607666,2006-03-24
25.6200008392334,2006-03-27
25.559999465942383,2006-03-28
25.68000030517578,2006-03-29
24.600000381469727,2006-03-30
24.600000381469727,2006-03-31
24.84000015258789,2006-04-03
24.84000015258789,2006-04-04
24.65999984741211,2006-04-05
24.899999618530273,2006-04-06
24.600000381469727,2006-04-07
24.18000030517578,2006-04-10
23.700000762939453,2006-04-11
23.81999969482422,2006-04-12
23.760000228881836,2006-04-13
23.639999389648438,2006-04-17
24.059999465942383,2006-04-18
24.0,2006-04-19
23.700000762939453,2006-04-20
24.420000076293945,2006-04-21
24.0,2006-04-24
24.239999771118164,2006-04-25
30.540000915527344,2006-04-26
31.739999771118164,2006-04-27
31.139999389648438,2006-04-28
32.040000915527344,2006-05-01
32.939998626708984,2006-05-02
33.29999923706055,2006-05-03
34.13999938964844,2006-05-04
34.31999969482422,2006-05-05
34.20000076293945,2006-05-08
32.34000015258789,2006-05-09
33.65999984741211,2006-05-10
31.920000076293945,2006-05-11
31.260000228881836,2006-05-12
30.65999984741211,2006-05-15
30.0,2006-05-16
29.280000686645508,2006-05-17
29.399999618530273,2006-05-18
29.459999084472656,2006-05-19
29.100000381469727,2006-05-22
28.260000228881836,2006-05-23
28.920000076293945,2006-05-24
28.5,2006-05-25
29.15999984741211,2006-05-26
27.479999542236328,2006-05-30
