Date,IDTI
2004-02-03,17.29
2004-02-02,18.08
2004-01-30,18.22
2004-01-29,18.17
2004-01-28,19.1
2004-01-27,19.7
2004-01-26,20.67
2004-01-23,20.5
2004-01-22,20.75
2004-01-21,20.29
2004-01-20,20.96
2004-01-16,20.47
2004-01-15,19.43
2004-01-14,18.7
2004-01-13,18.34
2004-01-12,18.99
2004-01-09,18.4
2004-01-08,18.92
2004-01-07,17.53
2004-01-06,17.33
2004-01-05,17.15
2004-01-02,17.13
2003-12-31,17.17
2003-12-30,17.25
2003-12-29,17.12
2003-12-26,16.88
2003-12-24,16.99
2003-12-23,17.2
2003-12-22,17.2
2003-12-19,17.04
2003-12-18,16.94
2003-12-17,16.44
2003-12-16,16.14
2003-12-15,16.2
2003-12-12,16.7
2003-12-11,17.04
2003-12-10,15.77
2003-12-09,16.29
2003-12-08,17.2
2003-12-05,17.49
2003-12-04,18.39
2003-12-03,18.51
2003-12-02,19.13
2003-12-01,19.27
2003-11-28,18.85
2003-11-26,18.54
2003-11-25,18.4
2003-11-24,18.18
2003-11-21,17.57
2003-11-20,17.28
2003-11-19,17.88
2003-11-18,17.73
2003-11-17,18.08
2003-11-14,18.21
2003-11-13,18.63
2003-11-12,17.85
2003-11-11,16.79
2003-11-10,16.5
2003-11-07,17.6
2003-11-06,16.95
2003-11-05,16.45
2003-11-04,16.38
2003-11-03,16.35
2003-10-31,15.75
2003-10-30,16.28
2003-10-29,16.07
2003-10-28,15.59
2003-10-27,14.4
2003-10-24,14.39
2003-10-23,14.63
2003-10-22,14.94
2003-10-21,15.7
2003-10-20,15.04
2003-10-17,14.95
2003-10-16,12.66
2003-10-15,13.0
2003-10-14,12.84
2003-10-13,12.84
2003-10-10,13.21
2003-10-09,13.42
2003-10-08,13.47
2003-10-07,13.45
2003-10-06,13.28
2003-10-03,13.2
2003-10-02,12.82
2003-10-01,12.7
2003-09-30,12.42
2003-09-29,13.38
2003-09-26,12.88
2003-09-25,13.0
2003-09-24,13.28
2003-09-23,14.26
2003-09-22,13.94
2003-09-19,14.5
2003-09-18,14.72
2003-09-17,14.69
2003-09-16,14.31
2003-09-15,13.98
2003-09-12,14.4
2003-09-11,14.38
2003-09-10,14.06
2003-09-09,15.41
2003-09-08,15.73
2003-09-05,14.96
2003-09-04,14.57
2003-09-03,13.38
2003-09-02,14.0
2003-08-29,13.87
2003-08-28,13.65
2003-08-27,13.15
2003-08-26,12.78
2003-08-25,12.54
2003-08-22,13.1
2003-08-21,12.41
2003-08-20,12.02
2003-08-19,12.03
2003-08-18,11.81
2003-08-15,10.61
2003-08-14,10.62
2003-08-13,10.54
2003-08-12,10.7
2003-08-11,10.51
2003-08-08,10.37
2003-08-07,10.53
2003-08-06,10.74
2003-08-05,10.99
2003-08-04,11.36
2003-08-01,11.77
2003-07-31,11.51
2003-07-30,11.26
2003-07-29,11.07
2003-07-28,11.1
2003-07-25,10.99
2003-07-24,10.83
2003-07-23,11.22
2003-07-22,11.03
2003-07-21,10.8
2003-07-18,11.12
2003-07-17,11.26
2003-07-16,12.35
2003-07-15,12.94
2003-07-14,13.05
2003-07-11,12.71
2003-07-10,12.21
2003-07-09,12.9
2003-07-08,12.24
2003-07-07,11.41
2003-07-03,11.12
2003-07-02,11.47
2003-07-01,11.0
2003-06-30,11.03
2003-06-27,10.97
2003-06-26,11.01
2003-06-25,10.52
2003-06-24,10.29
2003-06-23,10.8
2003-06-20,11.22
2003-06-19,11.46
2003-06-18,11.72
2003-06-17,10.94
2003-06-16,10.75
2003-06-13,10.57
2003-06-12,10.96
2003-06-11,11.15
2003-06-10,10.8
2003-06-09,10.94
2003-06-06,11.69
2003-06-05,12.0
2003-06-04,12.1
2003-06-03,11.77
2003-06-02,11.59
2003-05-30,12.11
2003-05-29,12.25
2003-05-28,11.81
2003-05-27,11.6
2003-05-23,11.17
2003-05-22,11.06
2003-05-21,10.85
2003-05-20,10.86
2003-05-19,10.92
2003-05-16,11.59
2003-05-15,11.8
2003-05-14,11.5
2003-05-13,11.62
2003-05-12,11.64
2003-05-09,11.33
2003-05-08,11.04
2003-05-07,10.81
2003-05-06,11.27
2003-05-05,11.17
2003-05-02,11.56
2003-05-01,10.6
2003-04-30,10.3
2003-04-29,10.53
2003-04-28,10.25
2003-04-25,9.76
2003-04-24,10.03
2003-04-23,9.33
2003-04-22,9.21
2003-04-21,9.13
2003-04-17,9.14
2003-04-16,8.5
2003-04-15,8.47
2003-04-14,8.14
2003-04-11,8.0
2003-04-10,8.0
2003-04-09,7.95
2003-04-08,8.1
2003-04-07,8.3
2003-04-04,8.31
2003-04-03,8.67
2003-04-02,8.44
2003-04-01,8.07
2003-03-31,7.94
2003-03-28,8.25
2003-03-27,8.3
2003-03-26,8.25
2003-03-25,8.33
2003-03-24,8.22
2003-03-21,8.56
2003-03-20,8.51
2003-03-19,8.4
2003-03-18,8.5
2003-03-17,8.42
2003-03-14,8.14
2003-03-13,8.45
2003-03-12,8.07
2003-03-11,8.02
2003-03-10,8.09
2003-03-07,8.31
2003-03-06,8.4
2003-03-05,8.3
2003-03-04,8.31
2003-03-03,8.31
2003-02-28,8.7
2003-02-27,7.55
2003-02-26,7.33
2003-02-25,7.44
2003-02-24,7.69
2003-02-21,7.7
2003-02-20,7.58
2003-02-19,7.48
2003-02-18,7.6
2003-02-14,7.42
2003-02-13,7.24
2003-02-12,7.25
2003-02-11,7.45
2003-02-10,7.4
2003-02-07,7.22
2003-02-06,7.26
2003-02-05,7.42
2003-02-04,7.3
2003-02-03,7.32
2003-01-31,7.45
2003-01-30,7.33
2003-01-29,7.66
2003-01-28,7.37
2003-01-27,7.44
2003-01-24,7.58
2003-01-23,7.84
2003-01-22,7.39
2003-01-21,7.23
2003-01-17,7.43
2003-01-16,7.93
2003-01-15,8.2
2003-01-14,8.3
2003-01-13,8.45
2003-01-10,8.5
2003-01-09,8.74
2003-01-08,8.61
2003-01-07,8.95
2003-01-06,8.74
2003-01-03,8.53
2003-01-02,8.43
