CIEN,Date
22.959999084472656,2004-12-29
22.889999389648438,2004-12-30
23.3799991607666,2004-12-31
23.239999771118164,2005-01-03
21.420000076293945,2005-01-04
21.209999084472656,2005-01-05
21.420000076293945,2005-01-06
21.06999969482422,2005-01-07
21.06999969482422,2005-01-10
19.809999465942383,2005-01-11
21.139999389648438,2005-01-12
20.510000228881836,2005-01-13
20.3700008392334,2005-01-14
20.3700008392334,2005-01-18
19.110000610351562,2005-01-19
18.6200008392334,2005-01-20
18.969999313354492,2005-01-21
18.690000534057617,2005-01-24
18.690000534057617,2005-01-25
18.479999542236328,2005-01-26
17.780000686645508,2005-01-27
18.059999465942383,2005-01-28
17.850000381469727,2005-01-31
17.290000915527344,2005-02-01
17.920000076293945,2005-02-02
18.479999542236328,2005-02-03
18.899999618530273,2005-02-04
18.969999313354492,2005-02-07
19.8799991607666,2005-02-08
19.530000686645508,2005-02-09
19.600000381469727,2005-02-10
19.809999465942383,2005-02-11
19.25,2005-02-14
19.389999389648438,2005-02-15
19.040000915527344,2005-02-16
18.200000762939453,2005-02-17
17.850000381469727,2005-02-18
19.25,2005-02-22
16.799999237060547,2005-02-23
14.90999984741211,2005-02-24
14.279999732971191,2005-02-25
13.859999656677246,2005-02-28
14.489999771118164,2005-03-01
14.0,2005-03-02
13.859999656677246,2005-03-03
13.789999961853027,2005-03-04
13.930000305175781,2005-03-07
13.369999885559082,2005-03-08
13.930000305175781,2005-03-09
13.579999923706055,2005-03-10
14.0,2005-03-11
13.4399995803833,2005-03-14
13.510000228881836,2005-03-15
13.300000190734863,2005-03-16
12.949999809265137,2005-03-17
12.949999809265137,2005-03-18
13.649999618530273,2005-03-21
13.229999542236328,2005-03-22
12.949999809265137,2005-03-23
12.739999771118164,2005-03-24
12.319999694824219,2005-03-28
12.039999961853027,2005-03-29
12.039999961853027,2005-03-30
12.039999961853027,2005-03-31
11.899999618530273,2005-04-01
11.829999923706055,2005-04-04
11.899999618530273,2005-04-05
12.319999694824219,2005-04-06
13.15999984741211,2005-04-07
13.369999885559082,2005-04-08
13.859999656677246,2005-04-11
13.300000190734863,2005-04-12
13.09000015258789,2005-04-13
13.15999984741211,2005-04-14
13.4399995803833,2005-04-15
13.300000190734863,2005-04-18
13.649999618530273,2005-04-19
14.140000343322754,2005-04-20
14.350000381469727,2005-04-21
13.369999885559082,2005-04-22
14.069999694824219,2005-04-25
13.649999618530273,2005-04-26
14.140000343322754,2005-04-27
14.699999809265137,2005-04-28
16.100000381469727,2005-04-29
16.100000381469727,2005-05-02
15.399999618530273,2005-05-03
15.329999923706055,2005-05-04
14.979999542236328,2005-05-05
14.979999542236328,2005-05-06
15.119999885559082,2005-05-09
14.90999984741211,2005-05-10
14.90999984741211,2005-05-11
14.5600004196167,2005-05-12
14.5600004196167,2005-05-13
14.5600004196167,2005-05-16
15.260000228881836,2005-05-17
15.050000190734863,2005-05-18
15.680000305175781,2005-05-19
15.75,2005-05-20
16.65999984741211,2005-05-23
16.59000015258789,2005-05-24
16.729999542236328,2005-05-25
16.3799991607666,2005-05-26
16.520000457763672,2005-05-27
15.539999961853027,2005-05-31
17.149999618530273,2005-06-01
16.8700008392334,2005-06-02
15.539999961853027,2005-06-03
15.819999694824219,2005-06-06
16.309999465942383,2005-06-07
16.100000381469727,2005-06-08
16.520000457763672,2005-06-09
16.239999771118164,2005-06-10
16.520000457763672,2005-06-13
16.799999237060547,2005-06-14
16.729999542236328,2005-06-15
16.729999542236328,2005-06-16
16.799999237060547,2005-06-17
16.729999542236328,2005-06-20
16.450000762939453,2005-06-21
16.170000076293945,2005-06-22
15.960000038146973,2005-06-23
15.119999885559082,2005-06-24
14.90999984741211,2005-06-27
14.84000015258789,2005-06-28
14.979999542236328,2005-06-29
14.630000114440918,2005-06-30
14.699999809265137,2005-07-01
15.960000038146973,2005-07-05
15.890000343322754,2005-07-06
15.1899995803833,2005-07-07
16.030000686645508,2005-07-08
16.450000762939453,2005-07-11
16.170000076293945,2005-07-12
16.520000457763672,2005-07-13
16.170000076293945,2005-07-14
16.309999465942383,2005-07-15
16.100000381469727,2005-07-18
16.100000381469727,2005-07-19
15.960000038146973,2005-07-20
15.680000305175781,2005-07-21
16.100000381469727,2005-07-22
15.539999961853027,2005-07-25
15.609999656677246,2005-07-26
15.75,2005-07-27
16.100000381469727,2005-07-28
15.680000305175781,2005-07-29
15.75,2005-08-01
15.539999961853027,2005-08-02
15.050000190734863,2005-08-03
14.699999809265137,2005-08-04
14.770000457763672,2005-08-05
14.770000457763672,2005-08-08
14.979999542236328,2005-08-09
14.699999809265137,2005-08-10
15.119999885559082,2005-08-11
14.699999809265137,2005-08-12
14.770000457763672,2005-08-15
14.420000076293945,2005-08-16
14.489999771118164,2005-08-17
14.350000381469727,2005-08-18
14.90999984741211,2005-08-19
14.770000457763672,2005-08-22
14.699999809265137,2005-08-23
15.470000267028809,2005-08-24
15.75,2005-08-25
15.539999961853027,2005-08-26
16.030000686645508,2005-08-29
15.399999618530273,2005-08-30
15.75,2005-08-31
15.050000190734863,2005-09-01
14.90999984741211,2005-09-02
14.84000015258789,2005-09-06
14.84000015258789,2005-09-07
14.979999542236328,2005-09-08
15.119999885559082,2005-09-09
15.470000267028809,2005-09-12
15.75,2005-09-13
15.260000228881836,2005-09-14
14.979999542236328,2005-09-15
15.1899995803833,2005-09-16
14.90999984741211,2005-09-19
15.75,2005-09-20
15.680000305175781,2005-09-21
15.329999923706055,2005-09-22
15.75,2005-09-23
17.079999923706055,2005-09-26
17.079999923706055,2005-09-27
18.829999923706055,2005-09-28
17.780000686645508,2005-09-29
18.479999542236328,2005-09-30
18.549999237060547,2005-10-03
19.530000686645508,2005-10-04
19.670000076293945,2005-10-05
18.690000534057617,2005-10-06
18.549999237060547,2005-10-07
17.920000076293945,2005-10-10
17.780000686645508,2005-10-11
16.799999237060547,2005-10-12
17.290000915527344,2005-10-13
17.079999923706055,2005-10-14
17.56999969482422,2005-10-17
17.920000076293945,2005-10-18
18.479999542236328,2005-10-19
17.56999969482422,2005-10-20
17.639999389648438,2005-10-21
18.200000762939453,2005-10-24
17.43000030517578,2005-10-25
15.680000305175781,2005-10-26
15.960000038146973,2005-10-27
16.59000015258789,2005-10-28
16.59000015258789,2005-10-31
16.520000457763672,2005-11-01
17.079999923706055,2005-11-02
17.989999771118164,2005-11-03
17.639999389648438,2005-11-04
17.360000610351562,2005-11-07
17.010000228881836,2005-11-08
17.780000686645508,2005-11-09
17.850000381469727,2005-11-10
17.56999969482422,2005-11-11
18.1299991607666,2005-11-14
18.059999465942383,2005-11-15
18.40999984741211,2005-11-16
18.899999618530273,2005-11-17
18.969999313354492,2005-11-18
19.110000610351562,2005-11-21
19.040000915527344,2005-11-22
19.600000381469727,2005-11-23
19.600000381469727,2005-11-25
19.040000915527344,2005-11-28
20.020000457763672,2005-11-29
20.93000030517578,2005-11-30
21.0,2005-12-01
21.209999084472656,2005-12-02
20.719999313354492,2005-12-05
21.0,2005-12-06
21.420000076293945,2005-12-07
21.280000686645508,2005-12-08
21.350000381469727,2005-12-09
20.3700008392334,2005-12-12
20.020000457763672,2005-12-13
20.020000457763672,2005-12-14
20.579999923706055,2005-12-15
20.579999923706055,2005-12-16
19.739999771118164,2005-12-19
19.040000915527344,2005-12-20
19.459999084472656,2005-12-21
19.809999465942383,2005-12-22
21.559999465942383,2005-12-23
20.579999923706055,2005-12-27
21.280000686645508,2005-12-28
21.0,2005-12-29
20.790000915527344,2005-12-30
21.350000381469727,2006-01-03
22.190000534057617,2006-01-04
22.049999237060547,2006-01-05
23.520000457763672,2006-01-06
23.8700008392334,2006-01-09
24.639999389648438,2006-01-10
24.989999771118164,2006-01-11
24.149999618530273,2006-01-12
24.149999618530273,2006-01-13
23.100000381469727,2006-01-17
23.940000534057617,2006-01-18
25.1299991607666,2006-01-19
24.5,2006-01-20
24.43000030517578,2006-01-23
25.829999923706055,2006-01-24
26.110000610351562,2006-01-25
27.790000915527344,2006-01-26
28.0,2006-01-27
26.950000762939453,2006-01-30
28.0,2006-01-31
28.280000686645508,2006-02-01
27.299999237060547,2006-02-02
27.299999237060547,2006-02-03
27.719999313354492,2006-02-06
26.739999771118164,2006-02-07
27.440000534057617,2006-02-08
28.489999771118164,2006-02-09
27.579999923706055,2006-02-10
27.299999237060547,2006-02-13
27.790000915527344,2006-02-14
27.649999618530273,2006-02-15
28.6299991607666,2006-02-16
29.540000915527344,2006-02-17
30.309999465942383,2006-02-21
29.469999313354492,2006-02-22
29.81999969482422,2006-02-23
30.030000686645508,2006-02-24
28.700000762939453,2006-02-27
28.139999389648438,2006-02-28
30.450000762939453,2006-03-01
32.47999954223633,2006-03-02
31.850000381469727,2006-03-03
32.47999954223633,2006-03-06
30.8700008392334,2006-03-07
31.709999084472656,2006-03-08
31.989999771118164,2006-03-09
33.040000915527344,2006-03-10
33.95000076293945,2006-03-13
34.15999984741211,2006-03-14
37.45000076293945,2006-03-15
35.630001068115234,2006-03-16
35.77000045776367,2006-03-17
35.560001373291016,2006-03-20
34.720001220703125,2006-03-21
34.22999954223633,2006-03-22
33.66999816894531,2006-03-23
36.04999923706055,2006-03-24
36.61000061035156,2006-03-27
37.869998931884766,2006-03-28
37.2400016784668,2006-03-29
36.81999969482422,2006-03-30
36.470001220703125,2006-03-31
36.540000915527344,2006-04-03
34.369998931884766,2006-04-04
33.95000076293945,2006-04-05
34.369998931884766,2006-04-06
33.66999816894531,2006-04-07
31.219999313354492,2006-04-10
29.399999618530273,2006-04-11
30.309999465942383,2006-04-12
30.239999771118164,2006-04-13
28.979999542236328,2006-04-17
31.149999618530273,2006-04-18
30.8700008392334,2006-04-19
30.309999465942383,2006-04-20
31.079999923706055,2006-04-21
30.59000015258789,2006-04-24
30.3799991607666,2006-04-25
29.75,2006-04-26
28.979999542236328,2006-04-27
28.6299991607666,2006-04-28
28.06999969482422,2006-05-01
29.260000228881836,2006-05-02
29.190000534057617,2006-05-03
29.329999923706055,2006-05-04
29.190000534057617,2006-05-05
30.100000381469727,2006-05-08
30.520000457763672,2006-05-09
29.959999084472656,2006-05-10
27.229999542236328,2006-05-11
27.440000534057617,2006-05-12
26.25,2006-05-15
26.950000762939453,2006-05-16
26.739999771118164,2006-05-17
26.809999465942383,2006-05-18
28.06999969482422,2006-05-19
27.719999313354492,2006-05-22
28.420000076293945,2006-05-23
27.3700008392334,2006-05-24
28.0,2006-05-25
27.860000610351562,2006-05-26
26.459999084472656,2006-05-30
30.100000381469727,2006-05-31
31.43000030517578,2006-06-01
32.54999923706055,2006-06-02
31.780000686645508,2006-06-05
32.40999984741211,2006-06-06
30.940000534057617,2006-06-07
30.8700008392334,2006-06-08
29.75,2006-06-09
27.790000915527344,2006-06-12
26.530000686645508,2006-06-13
28.139999389648438,2006-06-14
29.75,2006-06-15
28.84000015258789,2006-06-16
28.209999084472656,2006-06-19
28.770000457763672,2006-06-20
30.100000381469727,2006-06-21
29.610000610351562,2006-06-22
30.520000457763672,2006-06-23
31.010000228881836,2006-06-26
29.329999923706055,2006-06-27
29.610000610351562,2006-06-28
31.43000030517578,2006-06-29
33.66999816894531,2006-06-30
31.709999084472656,2006-07-03
31.639999389648438,2006-07-05
32.20000076293945,2006-07-06
30.239999771118164,2006-07-07
29.260000228881836,2006-07-10
29.1200008392334,2006-07-11
28.489999771118164,2006-07-12
27.93000030517578,2006-07-13
27.440000534057617,2006-07-14
27.579999923706055,2006-07-17
26.809999465942383,2006-07-18
27.440000534057617,2006-07-19
26.670000076293945,2006-07-20
24.149999618530273,2006-07-21
23.940000534057617,2006-07-24
24.850000381469727,2006-07-25
25.760000228881836,2006-07-26
24.219999313354492,2006-07-27
24.709999084472656,2006-07-28
25.40999984741211,2006-07-31
24.5,2006-08-01
24.5,2006-08-02
25.40999984741211,2006-08-03
25.479999542236328,2006-08-04
24.850000381469727,2006-08-07
24.43000030517578,2006-08-08
25.829999923706055,2006-08-09
26.670000076293945,2006-08-10
26.040000915527344,2006-08-11
26.25,2006-08-14
27.09000015258789,2006-08-15
27.020000457763672,2006-08-16
28.559999465942383,2006-08-17
29.329999923706055,2006-08-18
28.6299991607666,2006-08-21
28.700000762939453,2006-08-22
27.93000030517578,2006-08-23
28.280000686645508,2006-08-24
28.979999542236328,2006-08-25
29.540000915527344,2006-08-28
29.81999969482422,2006-08-29
30.170000076293945,2006-08-30
27.649999618530273,2006-08-31
28.139999389648438,2006-09-01
27.860000610351562,2006-09-05
26.950000762939453,2006-09-06
25.899999618530273,2006-09-07
27.15999984741211,2006-09-08
27.229999542236328,2006-09-11
29.329999923706055,2006-09-12
28.559999465942383,2006-09-13
30.450000762939453,2006-09-14
30.100000381469727,2006-09-15
29.959999084472656,2006-09-18
29.68000030517578,2006-09-19
29.469999313354492,2006-09-20
29.610000610351562,2006-09-21
30.030000686645508,2006-09-22
29.68000030517578,2006-09-25
28.110000610351562,2006-09-26
27.420000076293945,2006-09-27
26.469999313354492,2006-09-28
27.25,2006-09-29
26.709999084472656,2006-10-02
27.06999969482422,2006-10-03
27.549999237060547,2006-10-04
28.559999465942383,2006-10-05
28.010000228881836,2006-10-06
27.06999969482422,2006-10-09
25.06999969482422,2006-10-10
24.799999237060547,2006-10-11
25.200000762939453,2006-10-12
25.559999465942383,2006-10-13
25.899999618530273,2006-10-16
25.600000381469727,2006-10-17
24.920000076293945,2006-10-18
24.959999084472656,2006-10-19
24.8799991607666,2006-10-20
24.940000534057617,2006-10-23
23.459999084472656,2006-10-24
23.290000915527344,2006-10-25
24.059999465942383,2006-10-26
23.59000015258789,2006-10-27
23.6299991607666,2006-10-30
23.510000228881836,2006-10-31
22.170000076293945,2006-11-01
22.1299991607666,2006-11-02
22.610000610351562,2006-11-03
23.34000015258789,2006-11-06
23.40999984741211,2006-11-07
22.84000015258789,2006-11-08
22.709999084472656,2006-11-09
22.959999084472656,2006-11-10
22.920000076293945,2006-11-13
23.459999084472656,2006-11-14
23.5,2006-11-15
24.68000030517578,2006-11-16
24.850000381469727,2006-11-17
24.84000015258789,2006-11-20
24.809999465942383,2006-11-21
26.110000610351562,2006-11-22
25.8799991607666,2006-11-24
25.190000534057617,2006-11-27
25.3799991607666,2006-11-28
25.309999465942383,2006-11-29
25.139999389648438,2006-11-30
24.8700008392334,2006-12-01
24.690000534057617,2006-12-04
24.950000762939453,2006-12-05
26.6299991607666,2006-12-06
25.510000228881836,2006-12-07
25.3700008392334,2006-12-08
25.280000686645508,2006-12-11
24.739999771118164,2006-12-12
24.959999084472656,2006-12-13
27.829999923706055,2006-12-14
28.809999465942383,2006-12-15
27.8799991607666,2006-12-18
27.690000534057617,2006-12-19
28.549999237060547,2006-12-20
28.139999389648438,2006-12-21
27.639999389648438,2006-12-22
27.600000381469727,2006-12-26
28.139999389648438,2006-12-27
28.31999969482422,2006-12-28
27.709999084472656,2006-12-29
27.649999618530273,2007-01-03
28.850000381469727,2007-01-04
29.290000915527344,2007-01-05
28.65999984741211,2007-01-08
29.270000457763672,2007-01-09
28.84000015258789,2007-01-10
29.510000228881836,2007-01-11
29.780000686645508,2007-01-12
30.219999313354492,2007-01-16
29.799999237060547,2007-01-17
28.420000076293945,2007-01-18
28.40999984741211,2007-01-19
28.170000076293945,2007-01-22
28.110000610351562,2007-01-23
28.360000610351562,2007-01-24
28.0,2007-01-25
28.780000686645508,2007-01-26
28.059999465942383,2007-01-29
28.6299991607666,2007-01-30
28.09000015258789,2007-01-31
27.399999618530273,2007-02-01
27.520000457763672,2007-02-02
26.81999969482422,2007-02-05
26.5,2007-02-06
27.260000228881836,2007-02-07
28.709999084472656,2007-02-08
28.290000915527344,2007-02-09
28.5,2007-02-12
28.68000030517578,2007-02-13
30.06999969482422,2007-02-14
31.139999389648438,2007-02-15
31.56999969482422,2007-02-16
32.040000915527344,2007-02-20
31.780000686645508,2007-02-21
31.780000686645508,2007-02-22
32.5,2007-02-23
31.34000015258789,2007-02-26
30.149999618530273,2007-02-27
31.469999313354492,2007-02-28
28.280000686645508,2007-03-01
27.100000381469727,2007-03-02
25.979999542236328,2007-03-05
26.25,2007-03-06
26.559999465942383,2007-03-07
26.299999237060547,2007-03-08
26.5,2007-03-09
26.40999984741211,2007-03-12
25.399999618530273,2007-03-13
25.649999618530273,2007-03-14
25.399999618530273,2007-03-15
25.059999465942383,2007-03-16
25.5,2007-03-19
25.43000030517578,2007-03-20
26.459999084472656,2007-03-21
26.399999618530273,2007-03-22
26.690000534057617,2007-03-23
27.780000686645508,2007-03-26
27.649999618530273,2007-03-27
28.190000534057617,2007-03-28
27.770000457763672,2007-03-29
27.950000762939453,2007-03-30
28.75,2007-04-02
28.610000610351562,2007-04-03
28.670000076293945,2007-04-04
28.850000381469727,2007-04-05
28.290000915527344,2007-04-09
28.68000030517578,2007-04-10
28.450000762939453,2007-04-11
28.690000534057617,2007-04-12
28.709999084472656,2007-04-13
28.709999084472656,2007-04-16
28.020000457763672,2007-04-17
28.18000030517578,2007-04-18
27.739999771118164,2007-04-19
28.399999618530273,2007-04-20
28.399999618530273,2007-04-23
28.899999618530273,2007-04-24
30.219999313354492,2007-04-25
30.469999313354492,2007-04-26
30.190000534057617,2007-04-27
29.15999984741211,2007-04-30
29.440000534057617,2007-05-01
30.049999237060547,2007-05-02
30.209999084472656,2007-05-03
29.93000030517578,2007-05-04
30.110000610351562,2007-05-07
30.100000381469727,2007-05-08
29.65999984741211,2007-05-09
29.280000686645508,2007-05-10
29.860000610351562,2007-05-11
29.530000686645508,2007-05-14
28.770000457763672,2007-05-15
29.100000381469727,2007-05-16
28.770000457763672,2007-05-17
29.360000610351562,2007-05-18
29.719999313354492,2007-05-21
30.229999542236328,2007-05-22
29.690000534057617,2007-05-23
29.010000228881836,2007-05-24
30.0,2007-05-25
30.010000228881836,2007-05-29
29.280000686645508,2007-05-30
34.31999969482422,2007-05-31
34.91999816894531,2007-06-01
34.86000061035156,2007-06-04
33.16999816894531,2007-06-05
33.47999954223633,2007-06-06
33.459999084472656,2007-06-07
34.56999969482422,2007-06-08
34.20000076293945,2007-06-11
34.29999923706055,2007-06-12
34.63999938964844,2007-06-13
34.599998474121094,2007-06-14
34.36000061035156,2007-06-15
34.0099983215332,2007-06-18
34.7400016784668,2007-06-19
34.209999084472656,2007-06-20
36.45000076293945,2007-06-21
35.709999084472656,2007-06-22
35.029998779296875,2007-06-25
35.0099983215332,2007-06-26
35.81999969482422,2007-06-27
36.38999938964844,2007-06-28
36.130001068115234,2007-06-29
37.13999938964844,2007-07-02
37.52000045776367,2007-07-03
37.33000183105469,2007-07-05
36.959999084472656,2007-07-06
37.189998626708984,2007-07-09
36.40999984741211,2007-07-10
37.099998474121094,2007-07-11
38.18000030517578,2007-07-12
38.70000076293945,2007-07-13
38.66999816894531,2007-07-16
38.470001220703125,2007-07-17
38.27000045776367,2007-07-18
39.70000076293945,2007-07-19
38.72999954223633,2007-07-20
40.41999816894531,2007-07-23
39.22999954223633,2007-07-24
38.29999923706055,2007-07-25
37.689998626708984,2007-07-26
36.209999084472656,2007-07-27
37.439998626708984,2007-07-30
36.529998779296875,2007-07-31
35.970001220703125,2007-08-01
37.130001068115234,2007-08-02
35.619998931884766,2007-08-03
35.56999969482422,2007-08-06
35.79999923706055,2007-08-07
37.970001220703125,2007-08-08
38.13999938964844,2007-08-09
37.900001525878906,2007-08-10
37.22999954223633,2007-08-13
36.38999938964844,2007-08-14
34.18000030517578,2007-08-15
35.25,2007-08-16
36.400001525878906,2007-08-17
36.47999954223633,2007-08-20
35.959999084472656,2007-08-21
37.09000015258789,2007-08-22
37.61000061035156,2007-08-23
38.13999938964844,2007-08-24
38.0,2007-08-27
36.59000015258789,2007-08-28
38.41999816894531,2007-08-29
37.20000076293945,2007-08-30
37.880001068115234,2007-08-31
38.0099983215332,2007-09-04
37.91999816894531,2007-09-05
38.54999923706055,2007-09-06
37.93000030517578,2007-09-07
37.290000915527344,2007-09-10
37.34000015258789,2007-09-11
37.279998779296875,2007-09-12
37.099998474121094,2007-09-13
37.20000076293945,2007-09-14
37.220001220703125,2007-09-17
37.75,2007-09-18
38.290000915527344,2007-09-19
37.709999084472656,2007-09-20
37.779998779296875,2007-09-21
37.41999816894531,2007-09-24
37.529998779296875,2007-09-25
36.970001220703125,2007-09-26
37.43000030517578,2007-09-27
38.08000183105469,2007-09-28
39.16999816894531,2007-10-01
42.65999984741211,2007-10-02
45.220001220703125,2007-10-03
45.310001373291016,2007-10-04
46.7599983215332,2007-10-05
46.16999816894531,2007-10-08
46.2599983215332,2007-10-09
47.95000076293945,2007-10-10
46.130001068115234,2007-10-11
45.470001220703125,2007-10-12
44.59000015258789,2007-10-15
45.040000915527344,2007-10-16
45.7400016784668,2007-10-17
45.20000076293945,2007-10-18
43.540000915527344,2007-10-19
45.790000915527344,2007-10-22
46.4900016784668,2007-10-23
45.34000015258789,2007-10-24
46.0,2007-10-25
46.540000915527344,2007-10-26
48.70000076293945,2007-10-29
47.650001525878906,2007-10-30
47.86000061035156,2007-10-31
46.439998626708984,2007-11-01
46.880001068115234,2007-11-02
46.439998626708984,2007-11-05
48.290000915527344,2007-11-06
46.779998779296875,2007-11-07
46.20000076293945,2007-11-08
44.36000061035156,2007-11-09
43.66999816894531,2007-11-12
46.290000915527344,2007-11-13
44.88999938964844,2007-11-14
43.70000076293945,2007-11-15
43.459999084472656,2007-11-16
40.45000076293945,2007-11-19
41.38999938964844,2007-11-20
41.20000076293945,2007-11-21
41.72999954223633,2007-11-23
40.709999084472656,2007-11-26
41.439998626708984,2007-11-27
43.58000183105469,2007-11-28
42.84000015258789,2007-11-29
43.97999954223633,2007-11-30
42.619998931884766,2007-12-03
41.540000915527344,2007-12-04
42.93000030517578,2007-12-05
43.56999969482422,2007-12-06
43.61000061035156,2007-12-07
43.54999923706055,2007-12-10
41.56999969482422,2007-12-11
42.119998931884766,2007-12-12
37.040000915527344,2007-12-13
35.75,2007-12-14
34.349998474121094,2007-12-17
35.209999084472656,2007-12-18
35.15999984741211,2007-12-19
34.459999084472656,2007-12-20
34.59000015258789,2007-12-21
34.59000015258789,2007-12-24
34.65999984741211,2007-12-26
33.79999923706055,2007-12-27
34.31999969482422,2007-12-28
34.11000061035156,2007-12-31
32.41999816894531,2008-01-02
31.549999237060547,2008-01-03
29.90999984741211,2008-01-04
28.239999771118164,2008-01-07
26.690000534057617,2008-01-08
27.389999389648438,2008-01-09
29.649999618530273,2008-01-10
28.299999237060547,2008-01-11
28.940000534057617,2008-01-14
27.239999771118164,2008-01-15
27.260000228881836,2008-01-16
26.3700008392334,2008-01-17
26.520000457763672,2008-01-18
26.170000076293945,2008-01-22
22.829999923706055,2008-01-23
24.579999923706055,2008-01-24
24.790000915527344,2008-01-25
24.979999542236328,2008-01-28
26.149999618530273,2008-01-29
26.170000076293945,2008-01-30
27.1299991607666,2008-01-31
26.40999984741211,2008-02-01
26.049999237060547,2008-02-04
24.100000381469727,2008-02-05
25.600000381469727,2008-02-06
24.530000686645508,2008-02-07
24.969999313354492,2008-02-08
25.1299991607666,2008-02-11
25.0,2008-02-12
26.030000686645508,2008-02-13
25.780000686645508,2008-02-14
26.600000381469727,2008-02-15
27.010000228881836,2008-02-19
26.670000076293945,2008-02-20
26.56999969482422,2008-02-21
26.100000381469727,2008-02-22
26.670000076293945,2008-02-25
27.75,2008-02-26
27.8799991607666,2008-02-27
27.309999465942383,2008-02-28
25.829999923706055,2008-02-29
25.950000762939453,2008-03-03
25.56999969482422,2008-03-04
25.989999771118164,2008-03-05
24.940000534057617,2008-03-06
27.799999237060547,2008-03-07
26.209999084472656,2008-03-10
27.200000762939453,2008-03-11
28.270000457763672,2008-03-12
29.5,2008-03-13
28.559999465942383,2008-03-14
27.649999618530273,2008-03-17
29.860000610351562,2008-03-18
28.190000534057617,2008-03-19
30.079999923706055,2008-03-20
31.760000228881836,2008-03-24
31.8799991607666,2008-03-25
31.5,2008-03-26
31.149999618530273,2008-03-27
30.940000534057617,2008-03-28
30.829999923706055,2008-03-31
31.93000030517578,2008-04-01
32.119998931884766,2008-04-02
32.4900016784668,2008-04-03
32.59000015258789,2008-04-04
32.47999954223633,2008-04-07
32.52000045776367,2008-04-08
31.59000015258789,2008-04-09
31.149999618530273,2008-04-10
30.8799991607666,2008-04-11
31.0,2008-04-14
30.56999969482422,2008-04-15
31.950000762939453,2008-04-16
31.6299991607666,2008-04-17
33.02000045776367,2008-04-18
33.869998931884766,2008-04-21
33.09000015258789,2008-04-22
33.93000030517578,2008-04-23
34.72999954223633,2008-04-24
35.599998474121094,2008-04-25
34.08000183105469,2008-04-28
33.849998474121094,2008-04-29
33.810001373291016,2008-04-30
33.779998779296875,2008-05-01
33.0,2008-05-02
32.04999923706055,2008-05-05
32.31999969482422,2008-05-06
32.65999984741211,2008-05-07
33.13999938964844,2008-05-08
32.369998931884766,2008-05-09
33.43000030517578,2008-05-12
33.130001068115234,2008-05-13
34.45000076293945,2008-05-14
34.56999969482422,2008-05-15
33.54999923706055,2008-05-16
32.810001373291016,2008-05-19
31.229999542236328,2008-05-20
30.309999465942383,2008-05-21
30.350000381469727,2008-05-22
29.8700008392334,2008-05-23
29.540000915527344,2008-05-27
30.010000228881836,2008-05-28
29.5,2008-05-29
30.559999465942383,2008-05-30
29.969999313354492,2008-06-02
30.040000915527344,2008-06-03
30.459999084472656,2008-06-04
28.06999969482422,2008-06-05
28.229999542236328,2008-06-06
27.43000030517578,2008-06-09
27.670000076293945,2008-06-10
26.65999984741211,2008-06-11
26.799999237060547,2008-06-12
27.1200008392334,2008-06-13
27.31999969482422,2008-06-16
26.110000610351562,2008-06-17
25.530000686645508,2008-06-18
25.610000610351562,2008-06-19
25.6200008392334,2008-06-20
25.31999969482422,2008-06-23
24.790000915527344,2008-06-24
24.3700008392334,2008-06-25
23.690000534057617,2008-06-26
23.899999618530273,2008-06-27
23.170000076293945,2008-06-30
23.450000762939453,2008-07-01
23.219999313354492,2008-07-02
22.219999313354492,2008-07-03
22.350000381469727,2008-07-07
22.520000457763672,2008-07-08
21.530000686645508,2008-07-09
21.56999969482422,2008-07-10
21.190000534057617,2008-07-11
20.799999237060547,2008-07-14
20.40999984741211,2008-07-15
21.530000686645508,2008-07-16
21.559999465942383,2008-07-17
21.8799991607666,2008-07-18
22.6200008392334,2008-07-21
22.889999389648438,2008-07-22
22.709999084472656,2008-07-23
21.5,2008-07-24
21.6200008392334,2008-07-25
20.559999465942383,2008-07-28
21.209999084472656,2008-07-29
20.309999465942383,2008-07-30
20.670000076293945,2008-07-31
19.889999389648438,2008-08-01
18.59000015258789,2008-08-04
18.700000762939453,2008-08-05
17.850000381469727,2008-08-06
16.389999389648438,2008-08-07
17.010000228881836,2008-08-08
18.170000076293945,2008-08-11
17.739999771118164,2008-08-12
17.65999984741211,2008-08-13
18.0,2008-08-14
18.760000228881836,2008-08-15
18.18000030517578,2008-08-18
17.940000534057617,2008-08-19
18.100000381469727,2008-08-20
18.190000534057617,2008-08-21
18.5,2008-08-22
18.18000030517578,2008-08-25
17.559999465942383,2008-08-26
17.399999618530273,2008-08-27
17.850000381469727,2008-08-28
17.3799991607666,2008-08-29
17.239999771118164,2008-09-02
17.43000030517578,2008-09-03
13.09000015258789,2008-09-04
12.640000343322754,2008-09-05
12.260000228881836,2008-09-08
11.579999923706055,2008-09-09
11.40999984741211,2008-09-10
11.5600004196167,2008-09-11
12.0,2008-09-12
11.5,2008-09-15
11.229999542236328,2008-09-16
10.3100004196167,2008-09-17
10.069999694824219,2008-09-18
11.279999732971191,2008-09-19
10.699999809265137,2008-09-22
10.479999542236328,2008-09-23
10.90999984741211,2008-09-24
11.5600004196167,2008-09-25
11.609999656677246,2008-09-26
9.550000190734863,2008-09-29
10.079999923706055,2008-09-30
9.720000267028809,2008-10-01
