Date,TFCF
2004-01-26,16.87
2004-01-23,17.04
2004-01-22,16.98
2004-01-21,16.77
2004-01-20,16.59
2004-01-16,16.36
2004-01-15,16.5
2004-01-14,16.49
2004-01-13,16.24
2004-01-12,16.48
2004-01-09,16.14
2004-01-08,16.09
2004-01-07,16.07
2004-01-06,16.28
2004-01-05,16.23
2004-01-02,16.23
2003-12-31,15.94
2003-12-30,15.73
2003-12-29,15.54
2003-12-26,15.34
2003-12-24,15.36
2003-12-23,15.38
2003-12-22,15.4
2003-12-19,15.25
2003-12-18,15.37
2003-12-17,15.29
2003-12-16,15.37
2003-12-15,15.41
2003-12-12,15.37
2003-12-11,15.17
2003-12-10,14.76
2003-12-09,14.74
2003-12-08,14.8
2003-12-05,14.93
2003-12-04,15.11
2003-12-03,15.13
2003-12-02,15.07
2003-12-01,15.18
2003-11-28,15.12
2003-11-26,15.15
2003-11-25,15.1
2003-11-24,14.94
2003-11-21,14.96
2003-11-20,15.02
2003-11-19,15.13
2003-11-18,15.13
2003-11-17,15.16
2003-11-14,15.32
2003-11-13,15.7
2003-11-12,15.98
2003-11-11,15.87
2003-11-10,16.33
2003-11-07,16.6
2003-11-06,16.39
2003-11-05,16.1
2003-11-04,15.94
2003-11-03,15.84
2003-10-31,15.74
2003-10-30,15.76
2003-10-29,15.71
2003-10-28,15.55
2003-10-27,15.3
2003-10-24,15.14
2003-10-23,15.3
2003-10-22,15.34
2003-10-21,15.35
2003-10-20,15.4
2003-10-17,15.12
2003-10-16,15.27
2003-10-15,15.29
2003-10-14,15.27
2003-10-13,15.24
2003-10-10,14.99
2003-10-09,14.96
2003-10-08,14.8
2003-10-07,14.99
2003-10-06,14.92
2003-10-03,14.77
2003-10-02,14.7
2003-10-01,14.66
2003-09-30,14.48
2003-09-29,14.55
2003-09-26,14.35
2003-09-25,14.61
2003-09-24,14.94
2003-09-23,15.03
2003-09-22,15.0
2003-09-19,15.2
2003-09-18,15.41
2003-09-17,15.18
2003-09-16,15.05
2003-09-15,14.72
2003-09-12,14.81
2003-09-11,15.01
2003-09-10,14.94
2003-09-09,15.11
2003-09-08,15.2
2003-09-05,15.07
2003-09-04,15.42
2003-09-03,15.54
2003-09-02,15.41
2003-08-29,15.16
2003-08-28,14.78
2003-08-27,14.73
2003-08-26,14.51
2003-08-25,14.43
2003-08-22,14.49
2003-08-21,14.57
2003-08-20,14.52
2003-08-19,14.61
2003-08-18,14.47
2003-08-15,14.35
2003-08-14,14.39
2003-08-13,14.39
2003-08-12,14.38
2003-08-11,14.06
2003-08-08,13.58
2003-08-07,13.39
2003-08-06,13.38
2003-08-05,13.19
2003-08-04,13.31
2003-08-01,13.44
2003-07-31,13.42
2003-07-30,13.27
2003-07-29,13.53
2003-07-28,13.75
2003-07-25,13.7
2003-07-24,13.42
2003-07-23,13.4
2003-07-22,13.4
2003-07-21,13.3
2003-07-18,13.5
2003-07-17,13.41
2003-07-16,13.49
2003-07-15,13.6
2003-07-14,13.93
2003-07-11,13.71
2003-07-10,13.48
2003-07-09,13.54
2003-07-08,13.62
2003-07-07,13.84
2003-07-03,13.43
2003-07-02,13.67
2003-07-01,13.45
2003-06-30,13.36
2003-06-27,13.24
2003-06-26,13.24
2003-06-25,13.26
2003-06-24,13.38
2003-06-23,13.3
2003-06-20,13.62
2003-06-19,13.84
2003-06-18,14.02
2003-06-17,14.3
2003-06-16,14.18
2003-06-13,13.9
2003-06-12,14.04
2003-06-11,14.14
2003-06-10,13.89
2003-06-09,13.73
2003-06-06,14.06
2003-06-05,14.06
2003-06-04,13.95
2003-06-03,13.62
2003-06-02,13.78
2003-05-30,13.58
2003-05-29,13.46
2003-05-28,13.61
2003-05-27,13.57
2003-05-23,13.34
2003-05-22,13.28
2003-05-21,12.86
2003-05-20,12.79
2003-05-19,12.74
2003-05-16,13.23
2003-05-15,13.2
2003-05-14,13.23
2003-05-13,13.39
2003-05-12,13.01
2003-05-09,12.82
2003-05-08,12.64
2003-05-07,12.77
2003-05-06,12.77
2003-05-05,12.63
2003-05-02,12.66
2003-05-01,12.5
2003-04-30,12.48
2003-04-29,12.61
2003-04-28,12.31
2003-04-25,12.12
2003-04-24,12.32
2003-04-23,12.56
2003-04-22,12.46
2003-04-21,11.93
2003-04-17,12.03
2003-04-16,11.74
2003-04-15,12.07
2003-04-14,12.07
2003-04-11,11.85
2003-04-10,11.23
2003-04-09,12.02
2003-04-08,12.31
2003-04-07,12.18
2003-04-04,11.96
2003-04-03,11.87
2003-04-02,12.09
2003-04-01,11.7
2003-03-31,11.43
2003-03-28,11.66
2003-03-27,11.51
2003-03-26,11.54
2003-03-25,11.45
2003-03-24,11.15
2003-03-21,11.89
2003-03-20,11.61
2003-03-19,11.17
2003-03-18,11.08
2003-03-17,10.93
2003-03-14,10.78
2003-03-13,10.55
2003-03-12,10.09
2003-03-11,10.08
2003-03-10,10.29
2003-03-07,10.54
2003-03-06,10.63
2003-03-05,10.8
2003-03-04,10.85
2003-03-03,11.06
2003-02-28,11.04
2003-02-27,10.96
2003-02-26,10.9
2003-02-25,11.08
2003-02-24,11.34
2003-02-21,11.43
2003-02-20,11.37
2003-02-19,11.5
2003-02-18,11.53
2003-02-14,11.41
2003-02-13,11.22
2003-02-12,11.72
2003-02-11,11.45
2003-02-10,11.34
2003-02-07,11.21
2003-02-06,11.3
2003-02-05,11.4
2003-02-04,11.57
2003-02-03,11.55
2003-01-31,11.72
2003-01-30,11.6
2003-01-29,11.89
2003-01-28,11.84
2003-01-27,11.87
2003-01-24,12.09
2003-01-23,12.33
2003-01-22,11.95
2003-01-21,12.24
2003-01-17,12.57
2003-01-16,12.71
2003-01-15,12.77
2003-01-14,12.95
2003-01-13,12.99
2003-01-10,12.88
2003-01-09,12.68
2003-01-08,12.37
2003-01-07,12.51
2003-01-06,12.65
2003-01-03,12.14
2003-01-02,12.01
