Date,EDCI
2017-03-01,0.535
2017-03-02,0.4801
2017-03-03,0.4
2017-03-06,0.4
2017-03-10,0.5
2017-03-21,0.45
2017-03-22,0.5
2017-03-27,0.4725
2017-05-15,0.4
2017-06-21,0.32
2017-08-03,0.33
2017-08-14,0.33
2017-08-15,0.33
2017-08-23,0.33
2017-10-06,0.33
2017-11-10,0.32
2017-12-04,0.32
2017-12-06,0.32
2017-12-20,0.32
2017-12-22,0.2
2017-12-26,0.25
2017-12-27,0.22
2017-12-29,0.22
2018-01-08,0.232
2018-01-19,0.232
2018-01-24,0.22
2018-03-14,0.2
2018-03-15,0.2
2018-04-09,0.15
2018-04-10,0.16
2018-04-17,0.16
2018-04-20,0.16
2018-04-24,0.1501
2018-04-30,0.151
2018-05-17,0.17
2018-05-21,0.2
2018-07-18,0.175
2018-08-13,0.175
2018-08-17,0.175
2018-08-23,0.2
2018-09-04,0.22
2018-09-05,0.2
2018-09-07,0.18
2018-09-21,0.23
2018-10-09,0.3
2018-10-10,0.3
2018-11-13,0.296
2018-11-15,0.3
2018-11-21,0.3
2018-12-06,0.3
2018-12-13,0.3
2018-12-14,0.31
2018-12-26,0.31
2018-12-28,0.31
2018-12-31,0.35
2019-01-24,0.35
2019-03-06,0.36
2019-03-07,0.3001
2019-03-11,0.3301
2019-03-12,0.36
2019-04-12,0.34
2019-04-15,0.28
2019-06-19,0.3145
2019-08-02,0.28
2019-09-05,0.28
2019-09-17,0.28
2019-10-04,0.3
2019-10-15,0.28
2019-10-22,0.22
2019-11-26,0.25
2019-12-02,0.25
2019-12-11,0.23
2019-12-13,0.23
2019-12-17,0.21
2019-12-18,0.24
2019-12-24,0.25
2020-01-30,0.286
2020-02-18,0.28
2020-02-20,0.32
2020-02-21,0.305
2020-02-24,0.32
2020-03-17,0.31
2020-03-26,0.211
