AMLN,Date
13.375,1997-01-07
12.875,1997-01-08
12.5,1997-01-09
12.5,1997-01-10
12.0,1997-01-13
12.375,1997-01-14
12.437999725341797,1997-01-15
13.625,1997-01-16
14.25,1997-01-17
14.875,1997-01-20
14.875,1997-01-21
14.5,1997-01-22
14.0,1997-01-23
13.875,1997-01-24
14.0,1997-01-27
14.125,1997-01-28
14.062999725341797,1997-01-29
14.125,1997-01-30
13.875,1997-01-31
14.0,1997-02-03
14.125,1997-02-04
14.75,1997-02-05
15.375,1997-02-06
15.375,1997-02-07
15.875,1997-02-10
15.625,1997-02-11
15.875,1997-02-12
15.75,1997-02-13
15.875,1997-02-14
16.0,1997-02-18
16.5,1997-02-19
16.016000747680664,1997-02-20
15.75,1997-02-21
15.75,1997-02-24
15.75,1997-02-25
15.5,1997-02-26
14.5,1997-02-27
14.875,1997-02-28
14.375,1997-03-03
14.375,1997-03-04
14.75,1997-03-05
15.375,1997-03-06
15.875,1997-03-07
15.625,1997-03-10
15.5,1997-03-11
15.125,1997-03-12
14.5,1997-03-13
14.5,1997-03-14
13.875,1997-03-17
13.5,1997-03-18
13.5,1997-03-19
13.5,1997-03-20
13.375,1997-03-21
13.375,1997-03-24
13.5,1997-03-25
13.562999725341797,1997-03-26
13.125,1997-03-27
12.125,1997-03-31
12.75,1997-04-01
12.187999725341797,1997-04-02
12.125,1997-04-03
12.5,1997-04-04
12.75,1997-04-07
13.0,1997-04-08
13.109000205993652,1997-04-09
12.062999725341797,1997-04-10
13.109000205993652,1997-04-11
11.5,1997-04-14
11.875,1997-04-15
11.625,1997-04-16
11.25,1997-04-17
10.25,1997-04-18
10.375,1997-04-21
10.812999725341797,1997-04-22
11.0,1997-04-23
11.0,1997-04-24
10.687999725341797,1997-04-25
10.437999725341797,1997-04-28
10.5,1997-04-29
10.25,1997-04-30
10.375,1997-05-01
10.937999725341797,1997-05-02
11.375,1997-05-05
11.875,1997-05-06
11.375,1997-05-07
11.187999725341797,1997-05-08
11.375,1997-05-09
12.875,1997-05-12
12.5,1997-05-13
12.375,1997-05-14
12.625,1997-05-15
12.125,1997-05-16
11.875,1997-05-19
11.875,1997-05-20
11.875,1997-05-21
11.437999725341797,1997-05-22
12.015999794006348,1997-05-23
12.125,1997-05-27
11.937999725341797,1997-05-28
12.125,1997-05-29
13.0,1997-05-30
12.937999725341797,1997-06-02
12.625,1997-06-03
12.625,1997-06-04
13.5,1997-06-05
13.625,1997-06-06
13.5,1997-06-09
13.25,1997-06-10
13.437999725341797,1997-06-11
13.25,1997-06-12
13.0,1997-06-13
13.125,1997-06-16
13.062999725341797,1997-06-17
13.187999725341797,1997-06-18
13.125,1997-06-19
13.062999725341797,1997-06-20
12.375,1997-06-23
12.75,1997-06-24
12.5,1997-06-25
12.25,1997-06-26
12.375,1997-06-27
13.75,1997-06-30
13.375,1997-07-01
12.687999725341797,1997-07-02
12.625,1997-07-03
12.5,1997-07-07
12.25,1997-07-08
11.875,1997-07-09
11.875,1997-07-10
11.625,1997-07-11
12.0,1997-07-14
12.25,1997-07-15
12.75,1997-07-16
12.125,1997-07-17
12.375,1997-07-18
12.75,1997-07-21
12.75,1997-07-22
12.625,1997-07-23
12.875,1997-07-24
13.0,1997-07-25
13.375,1997-07-28
13.375,1997-07-29
13.062999725341797,1997-07-30
13.125,1997-07-31
13.5,1997-08-01
13.562999725341797,1997-08-04
13.75,1997-08-05
13.75,1997-08-06
14.312999725341797,1997-08-07
13.687999725341797,1997-08-08
14.312999725341797,1997-08-11
15.125,1997-08-12
14.875,1997-08-13
15.25,1997-08-14
14.875,1997-08-15
8.437999725341797,1997-08-18
8.437999725341797,1997-08-19
7.813000202178955,1997-08-20
7.313000202178955,1997-08-21
7.25,1997-08-22
8.0,1997-08-25
8.125,1997-08-26
8.187999725341797,1997-08-27
8.0,1997-08-28
7.938000202178955,1997-08-29
7.938000202178955,1997-09-02
7.75,1997-09-03
8.0,1997-09-04
8.0,1997-09-05
7.968999862670898,1997-09-08
8.062999725341797,1997-09-09
9.25,1997-09-10
8.75,1997-09-11
9.0,1997-09-12
9.375,1997-09-15
9.5,1997-09-16
9.5,1997-09-17
8.75,1997-09-18
8.687999725341797,1997-09-19
8.625,1997-09-22
8.25,1997-09-23
8.125,1997-09-24
8.562999725341797,1997-09-25
8.25,1997-09-26
8.25,1997-09-29
8.437999725341797,1997-09-30
8.687999725341797,1997-10-01
8.75,1997-10-02
8.687999725341797,1997-10-03
8.875,1997-10-06
8.875,1997-10-07
8.875,1997-10-08
8.937999725341797,1997-10-09
9.0,1997-10-10
8.937999725341797,1997-10-13
9.0,1997-10-14
9.0,1997-10-15
9.0,1997-10-16
8.875,1997-10-17
9.312999725341797,1997-10-20
9.125,1997-10-21
9.25,1997-10-22
9.0,1997-10-23
8.687999725341797,1997-10-24
8.0,1997-10-27
8.5,1997-10-28
8.75,1997-10-29
8.125,1997-10-30
8.437999725341797,1997-10-31
8.625,1997-11-03
8.687999725341797,1997-11-04
8.875,1997-11-05
8.687999725341797,1997-11-06
8.312999725341797,1997-11-07
9.0,1997-11-10
8.75,1997-11-11
7.875,1997-11-12
8.062999725341797,1997-11-13
8.062999725341797,1997-11-14
7.625,1997-11-17
7.375,1997-11-18
7.188000202178955,1997-11-19
6.75,1997-11-20
6.5,1997-11-21
6.688000202178955,1997-11-24
6.563000202178955,1997-11-25
6.688000202178955,1997-11-26
6.75,1997-11-28
7.0,1997-12-01
6.625,1997-12-02
6.563000202178955,1997-12-03
6.875,1997-12-04
6.625,1997-12-05
6.625,1997-12-08
6.0,1997-12-09
5.813000202178955,1997-12-10
5.438000202178955,1997-12-11
5.563000202178955,1997-12-12
5.25,1997-12-15
5.375,1997-12-16
5.375,1997-12-17
5.063000202178955,1997-12-18
5.125,1997-12-19
5.063000202178955,1997-12-22
5.188000202178955,1997-12-23
5.125,1997-12-24
5.188000202178955,1997-12-26
5.438000202178955,1997-12-29
5.438000202178955,1997-12-30
5.438000202178955,1997-12-31
5.875,1998-01-02
5.875,1998-01-05
5.75,1998-01-06
5.5,1998-01-07
5.688000202178955,1998-01-08
5.5,1998-01-09
5.313000202178955,1998-01-12
5.313000202178955,1998-01-13
5.281000137329102,1998-01-14
5.25,1998-01-15
5.188000202178955,1998-01-16
5.313000202178955,1998-01-20
5.188000202178955,1998-01-21
5.0,1998-01-22
4.875,1998-01-23
4.875,1998-01-26
5.063000202178955,1998-01-27
5.25,1998-01-28
5.343999862670898,1998-01-29
5.25,1998-01-30
5.5,1998-02-02
5.375,1998-02-03
5.125,1998-02-04
5.25,1998-02-05
5.063000202178955,1998-02-06
5.125,1998-02-09
5.718999862670898,1998-02-10
5.625,1998-02-11
5.688000202178955,1998-02-12
5.875,1998-02-13
5.843999862670898,1998-02-17
5.813000202178955,1998-02-18
5.625,1998-02-19
5.625,1998-02-20
5.25,1998-02-23
5.0,1998-02-24
5.188000202178955,1998-02-25
5.063000202178955,1998-02-26
5.25,1998-02-27
5.063000202178955,1998-03-02
2.812999963760376,1998-03-03
3.125,1998-03-04
2.9690001010894775,1998-03-05
3.062999963760376,1998-03-06
2.812999963760376,1998-03-09
2.937999963760376,1998-03-10
2.812999963760376,1998-03-11
2.937999963760376,1998-03-12
2.9059998989105225,1998-03-13
2.937999963760376,1998-03-16
2.8440001010894775,1998-03-17
2.812999963760376,1998-03-18
2.7809998989105225,1998-03-19
2.8440001010894775,1998-03-20
2.875,1998-03-23
2.75,1998-03-24
2.6559998989105225,1998-03-25
2.687999963760376,1998-03-26
2.8440001010894775,1998-03-27
2.812999963760376,1998-03-30
2.75,1998-03-31
2.7190001010894775,1998-04-01
2.875,1998-04-02
2.875,1998-04-03
2.9059998989105225,1998-04-06
2.875,1998-04-07
3.0,1998-04-08
3.2809998989105225,1998-04-09
4.0,1998-04-13
4.25,1998-04-14
4.031000137329102,1998-04-15
3.75,1998-04-16
3.562999963760376,1998-04-17
3.875,1998-04-20
4.188000202178955,1998-04-21
4.313000202178955,1998-04-22
4.593999862670898,1998-04-23
4.938000202178955,1998-04-24
4.625,1998-04-27
4.938000202178955,1998-04-28
5.0,1998-04-29
5.25,1998-04-30
5.375,1998-05-01
6.625,1998-05-04
6.188000202178955,1998-05-05
5.625,1998-05-06
5.625,1998-05-07
6.063000202178955,1998-05-08
6.188000202178955,1998-05-11
6.188000202178955,1998-05-12
5.875,1998-05-13
5.313000202178955,1998-05-14
5.125,1998-05-15
4.75,1998-05-18
4.313000202178955,1998-05-19
4.375,1998-05-20
4.656000137329102,1998-05-21
4.75,1998-05-22
4.875,1998-05-26
4.625,1998-05-27
4.125,1998-05-28
4.25,1998-05-29
3.937999963760376,1998-06-01
3.7809998989105225,1998-06-02
3.687999963760376,1998-06-03
3.437999963760376,1998-06-04
3.75,1998-06-05
4.375,1998-06-08
4.656000137329102,1998-06-09
4.25,1998-06-10
4.125,1998-06-11
4.0,1998-06-12
3.875,1998-06-15
3.812999963760376,1998-06-16
4.0,1998-06-17
4.0,1998-06-18
3.812999963760376,1998-06-19
3.7809998989105225,1998-06-22
3.687999963760376,1998-06-23
3.687999963760376,1998-06-24
3.625,1998-06-25
3.562999963760376,1998-06-26
4.093999862670898,1998-06-29
3.7809998989105225,1998-06-30
4.0,1998-07-01
4.063000202178955,1998-07-02
3.875,1998-07-06
3.7809998989105225,1998-07-07
3.625,1998-07-08
3.687999963760376,1998-07-09
3.687999963760376,1998-07-10
3.687999963760376,1998-07-13
3.562999963760376,1998-07-14
3.5,1998-07-15
3.5940001010894775,1998-07-16
3.5,1998-07-17
3.687999963760376,1998-07-20
3.625,1998-07-21
3.312999963760376,1998-07-22
3.187999963760376,1998-07-23
3.312999963760376,1998-07-24
3.125,1998-07-27
2.9690001010894775,1998-07-28
3.562999963760376,1998-07-29
3.687999963760376,1998-07-30
3.375,1998-07-31
3.25,1998-08-03
2.875,1998-08-04
3.062999963760376,1998-08-05
3.125,1998-08-06
3.125,1998-08-07
3.187999963760376,1998-08-10
3.062999963760376,1998-08-11
3.0940001010894775,1998-08-12
3.0,1998-08-13
3.0309998989105225,1998-08-14
3.312999963760376,1998-08-17
4.0,1998-08-18
3.812999963760376,1998-08-19
3.75,1998-08-20
3.687999963760376,1998-08-21
3.625,1998-08-24
3.625,1998-08-25
3.437999963760376,1998-08-26
3.062999963760376,1998-08-27
2.875,1998-08-28
2.687999963760376,1998-08-31
2.937999963760376,1998-09-01
2.937999963760376,1998-09-02
2.812999963760376,1998-09-03
2.625,1998-09-04
3.0940001010894775,1998-09-08
2.75,1998-09-09
2.5940001010894775,1998-09-10
2.7809998989105225,1998-09-11
2.937999963760376,1998-09-14
2.875,1998-09-15
2.7809998989105225,1998-09-16
2.75,1998-09-17
2.875,1998-09-18
2.812999963760376,1998-09-21
3.062999963760376,1998-09-22
3.187999963760376,1998-09-23
3.187999963760376,1998-09-24
3.062999963760376,1998-09-25
3.062999963760376,1998-09-28
3.375,1998-09-29
3.187999963760376,1998-09-30
2.937999963760376,1998-10-01
3.062999963760376,1998-10-02
2.875,1998-10-05
2.875,1998-10-06
2.687999963760376,1998-10-07
2.625,1998-10-08
3.0,1998-10-09
2.937999963760376,1998-10-12
2.687999963760376,1998-10-13
2.7190001010894775,1998-10-14
2.75,1998-10-15
2.812999963760376,1998-10-16
2.75,1998-10-19
2.937999963760376,1998-10-20
0.6880000233650208,1998-10-21
0.5,1998-10-22
0.31299999356269836,1998-10-23
0.4690000116825104,1998-10-26
0.375,1998-10-27
0.4059999883174896,1998-10-28
0.43799999356269836,1998-10-29
0.4690000116825104,1998-10-30
0.4690000116825104,1998-11-02
0.5630000233650208,1998-11-03
0.6880000233650208,1998-11-04
0.781000018119812,1998-11-05
0.75,1998-11-06
0.875,1998-11-09
0.968999981880188,1998-11-10
0.875,1998-11-11
0.968999981880188,1998-11-12
0.75,1998-11-13
0.781000018119812,1998-11-16
0.8130000233650208,1998-11-17
0.781000018119812,1998-11-18
0.75,1998-11-19
0.656000018119812,1998-11-20
0.625,1998-11-23
0.625,1998-11-24
0.5899999737739563,1998-11-25
0.718999981880188,1998-11-27
0.656000018119812,1998-11-30
0.6880000233650208,1998-12-01
0.656000018119812,1998-12-02
0.593999981880188,1998-12-03
0.593999981880188,1998-12-04
0.5630000233650208,1998-12-07
0.531000018119812,1998-12-08
0.5,1998-12-09
0.5630000233650208,1998-12-10
0.531000018119812,1998-12-11
0.5,1998-12-14
0.531000018119812,1998-12-15
0.5,1998-12-16
0.5,1998-12-17
0.43799999356269836,1998-12-18
0.4690000116825104,1998-12-21
0.4690000116825104,1998-12-22
0.5,1998-12-23
0.531000018119812,1998-12-24
0.5,1998-12-28
0.43799999356269836,1998-12-29
0.43799999356269836,1998-12-30
0.5,1998-12-31
0.5630000233650208,1999-01-04
0.5630000233650208,1999-01-05
0.593999981880188,1999-01-06
0.718999981880188,1999-01-07
1.25,1999-01-08
1.875,1999-01-11
1.25,1999-01-12
1.25,1999-01-13
1.375,1999-01-14
1.187999963760376,1999-01-15
1.312999963760376,1999-01-19
1.281000018119812,1999-01-20
1.125,1999-01-21
1.0,1999-01-22
0.968999981880188,1999-01-25
1.0,1999-01-26
1.0,1999-01-27
1.0,1999-01-28
1.0,1999-01-29
0.875,1999-02-01
0.875,1999-02-02
0.906000018119812,1999-02-03
1.0,1999-02-04
1.031000018119812,1999-02-05
1.031000018119812,1999-02-08
1.031000018119812,1999-02-09
1.0,1999-02-10
0.9380000233650208,1999-02-11
0.9380000233650208,1999-02-12
0.9380000233650208,1999-02-16
0.9380000233650208,1999-02-17
0.875,1999-02-18
0.9380000233650208,1999-02-19
0.8130000233650208,1999-02-22
0.875,1999-02-23
0.875,1999-02-24
0.8130000233650208,1999-02-25
0.875,1999-02-26
0.75,1999-03-01
0.781000018119812,1999-03-02
0.8130000233650208,1999-03-03
0.718999981880188,1999-03-04
0.75,1999-03-05
0.718999981880188,1999-03-08
0.656000018119812,1999-03-09
0.718999981880188,1999-03-10
0.6880000233650208,1999-03-11
0.75,1999-03-12
0.75,1999-03-15
0.718999981880188,1999-03-16
0.75,1999-03-17
0.75,1999-03-18
0.75,1999-03-19
0.75,1999-03-22
0.718999981880188,1999-03-23
0.843999981880188,1999-03-24
0.781000018119812,1999-03-25
0.8130000233650208,1999-03-26
0.843999981880188,1999-03-29
0.9380000233650208,1999-03-30
1.062999963760376,1999-03-31
1.187999963760376,1999-04-01
1.343999981880188,1999-04-05
1.312999963760376,1999-04-06
1.187999963760376,1999-04-07
1.25,1999-04-08
1.187999963760376,1999-04-09
1.031000018119812,1999-04-12
0.9380000233650208,1999-04-13
0.968999981880188,1999-04-14
0.9380000233650208,1999-04-15
0.875,1999-04-16
0.9380000233650208,1999-04-19
1.062999963760376,1999-04-20
1.062999963760376,1999-04-21
1.125,1999-04-22
1.093999981880188,1999-04-23
1.125,1999-04-26
1.187999963760376,1999-04-27
1.187999963760376,1999-04-28
1.343999981880188,1999-04-29
1.343999981880188,1999-04-30
1.25,1999-05-03
1.25,1999-05-04
1.187999963760376,1999-05-05
1.125,1999-05-06
1.125,1999-05-07
1.093999981880188,1999-05-10
1.156000018119812,1999-05-11
1.218999981880188,1999-05-12
1.218999981880188,1999-05-13
1.125,1999-05-14
1.125,1999-05-17
1.156000018119812,1999-05-18
1.218999981880188,1999-05-19
1.187999963760376,1999-05-20
1.187999963760376,1999-05-21
1.343999981880188,1999-05-24
1.343999981880188,1999-05-25
1.312999963760376,1999-05-26
1.375,1999-05-27
1.312999963760376,1999-05-28
1.312999963760376,1999-06-01
1.187999963760376,1999-06-02
1.25,1999-06-03
1.125,1999-06-04
1.031000018119812,1999-06-07
1.093999981880188,1999-06-08
1.125,1999-06-09
1.156000018119812,1999-06-10
1.125,1999-06-11
1.125,1999-06-14
1.125,1999-06-15
1.125,1999-06-16
1.187999963760376,1999-06-17
1.156000018119812,1999-06-18
1.156000018119812,1999-06-21
1.156000018119812,1999-06-22
1.187999963760376,1999-06-23
1.187999963760376,1999-06-24
1.093999981880188,1999-06-25
1.031000018119812,1999-06-28
1.156000018119812,1999-06-29
1.125,1999-06-30
1.156000018119812,1999-07-01
1.218999981880188,1999-07-02
1.312999963760376,1999-07-06
1.468999981880188,1999-07-07
1.875,1999-07-08
2.2190001010894775,1999-07-09
2.7809998989105225,1999-07-12
2.437999963760376,1999-07-13
2.625,1999-07-14
2.625,1999-07-15
2.437999963760376,1999-07-16
2.5,1999-07-19
2.4690001010894775,1999-07-20
2.4690001010894775,1999-07-21
2.375,1999-07-22
2.437999963760376,1999-07-23
2.437999963760376,1999-07-26
2.562999963760376,1999-07-27
2.562999963760376,1999-07-28
2.5,1999-07-29
2.875,1999-07-30
3.187999963760376,1999-08-02
3.0309998989105225,1999-08-03
3.312999963760376,1999-08-04
3.125,1999-08-05
3.062999963760376,1999-08-06
2.937999963760376,1999-08-09
2.937999963760376,1999-08-10
2.875,1999-08-11
2.812999963760376,1999-08-12
2.625,1999-08-13
2.812999963760376,1999-08-16
2.625,1999-08-17
2.75,1999-08-18
2.562999963760376,1999-08-19
2.5940001010894775,1999-08-20
2.75,1999-08-23
2.5,1999-08-24
2.687999963760376,1999-08-25
2.5940001010894775,1999-08-26
2.562999963760376,1999-08-27
2.5,1999-08-30
3.9059998989105225,1999-08-31
3.75,1999-09-01
3.562999963760376,1999-09-02
3.5940001010894775,1999-09-03
3.562999963760376,1999-09-07
3.812999963760376,1999-09-08
4.75,1999-09-09
4.75,1999-09-10
4.75,1999-09-13
4.5,1999-09-14
4.313000202178955,1999-09-15
4.0,1999-09-16
3.937999963760376,1999-09-17
3.812999963760376,1999-09-20
3.75,1999-09-21
4.0,1999-09-22
3.9059998989105225,1999-09-23
3.9059998989105225,1999-09-24
4.313000202178955,1999-09-27
4.188000202178955,1999-09-28
4.438000202178955,1999-09-29
4.75,1999-09-30
5.0,1999-10-01
5.063000202178955,1999-10-04
4.968999862670898,1999-10-05
4.875,1999-10-06
4.406000137329102,1999-10-07
4.313000202178955,1999-10-08
4.281000137329102,1999-10-11
4.156000137329102,1999-10-12
4.25,1999-10-13
4.188000202178955,1999-10-14
4.063000202178955,1999-10-15
3.937999963760376,1999-10-18
4.063000202178955,1999-10-19
4.25,1999-10-20
4.125,1999-10-21
4.625,1999-10-22
4.563000202178955,1999-10-25
4.813000202178955,1999-10-26
4.75,1999-10-27
4.5,1999-10-28
4.375,1999-10-29
4.25,1999-11-01
4.5,1999-11-02
4.75,1999-11-03
4.875,1999-11-04
4.688000202178955,1999-11-05
4.75,1999-11-08
5.843999862670898,1999-11-09
5.813000202178955,1999-11-10
6.125,1999-11-11
6.343999862670898,1999-11-12
7.031000137329102,1999-11-15
8.562999725341797,1999-11-16
8.437999725341797,1999-11-17
8.437999725341797,1999-11-18
7.938000202178955,1999-11-19
7.938000202178955,1999-11-22
8.0,1999-11-23
8.062999725341797,1999-11-24
8.625,1999-11-26
8.5,1999-11-29
8.5,1999-11-30
8.5,1999-12-01
8.437999725341797,1999-12-02
8.25,1999-12-03
7.813000202178955,1999-12-06
7.563000202178955,1999-12-07
7.188000202178955,1999-12-08
6.875,1999-12-09
7.125,1999-12-10
7.25,1999-12-13
7.25,1999-12-14
6.875,1999-12-15
6.875,1999-12-16
6.5,1999-12-17
6.688000202178955,1999-12-20
8.125,1999-12-21
7.875,1999-12-22
7.625,1999-12-23
8.125,1999-12-27
8.5,1999-12-28
8.875,1999-12-29
8.625,1999-12-30
8.343999862670898,1999-12-31
8.718999862670898,2000-01-03
8.187999725341797,2000-01-04
8.437999725341797,2000-01-05
9.812999725341797,2000-01-06
9.875,2000-01-07
12.0,2000-01-10
11.625,2000-01-11
10.687999725341797,2000-01-12
11.062999725341797,2000-01-13
10.812999725341797,2000-01-14
11.562999725341797,2000-01-18
11.937999725341797,2000-01-19
12.25,2000-01-20
13.0,2000-01-21
14.0,2000-01-24
14.437999725341797,2000-01-25
14.625,2000-01-26
12.5,2000-01-27
10.437999725341797,2000-01-28
11.562999725341797,2000-01-31
11.5,2000-02-01
11.0,2000-02-02
11.812999725341797,2000-02-03
12.125,2000-02-04
14.437999725341797,2000-02-07
14.875,2000-02-08
14.062999725341797,2000-02-09
13.75,2000-02-10
13.375,2000-02-11
12.187999725341797,2000-02-14
12.437999725341797,2000-02-15
14.0,2000-02-16
14.5,2000-02-17
14.5,2000-02-18
14.281000137329102,2000-02-22
14.5,2000-02-23
13.25,2000-02-24
14.25,2000-02-25
13.875,2000-02-28
14.25,2000-02-29
17.0,2000-03-01
17.125,2000-03-02
16.75,2000-03-03
18.25,2000-03-06
16.75,2000-03-07
17.0,2000-03-08
15.937999725341797,2000-03-09
15.0,2000-03-10
14.5,2000-03-13
12.562999725341797,2000-03-14
12.875,2000-03-15
13.187999725341797,2000-03-16
13.25,2000-03-17
12.5,2000-03-20
11.187999725341797,2000-03-21
13.375,2000-03-22
14.062999725341797,2000-03-23
12.75,2000-03-24
13.5,2000-03-27
12.812999725341797,2000-03-28
12.0,2000-03-29
11.25,2000-03-30
13.562999725341797,2000-03-31
13.625,2000-04-03
12.187999725341797,2000-04-04
13.0,2000-04-05
13.25,2000-04-06
12.562999725341797,2000-04-07
12.312999725341797,2000-04-10
11.625,2000-04-11
10.937999725341797,2000-04-12
12.125,2000-04-13
10.625,2000-04-14
10.562999725341797,2000-04-17
10.937999725341797,2000-04-18
10.125,2000-04-19
10.125,2000-04-20
10.25,2000-04-24
10.0,2000-04-25
9.5,2000-04-26
10.187999725341797,2000-04-27
10.437999725341797,2000-04-28
11.25,2000-05-01
10.0,2000-05-02
10.0,2000-05-03
12.0,2000-05-04
11.25,2000-05-05
10.625,2000-05-08
10.75,2000-05-09
10.0,2000-05-10
10.875,2000-05-11
11.5,2000-05-12
11.562999725341797,2000-05-15
11.125,2000-05-16
11.25,2000-05-17
10.437999725341797,2000-05-18
9.937999725341797,2000-05-19
9.5,2000-05-22
7.5,2000-05-23
9.375,2000-05-24
8.5,2000-05-25
8.125,2000-05-26
10.0,2000-05-30
9.0,2000-05-31
10.25,2000-06-01
10.687999725341797,2000-06-02
11.75,2000-06-05
12.125,2000-06-06
12.25,2000-06-07
12.093999862670898,2000-06-08
13.625,2000-06-09
12.75,2000-06-12
13.25,2000-06-13
13.312999725341797,2000-06-14
12.625,2000-06-15
12.125,2000-06-16
12.437999725341797,2000-06-19
12.562999725341797,2000-06-20
13.625,2000-06-21
12.25,2000-06-22
13.562999725341797,2000-06-23
14.5,2000-06-26
15.0,2000-06-27
16.062999725341797,2000-06-28
15.875,2000-06-29
15.187999725341797,2000-06-30
15.437999725341797,2000-07-03
16.687999725341797,2000-07-05
17.0,2000-07-06
18.0,2000-07-07
17.312999725341797,2000-07-10
16.875,2000-07-11
17.0,2000-07-12
16.75,2000-07-13
16.187999725341797,2000-07-14
16.0,2000-07-17
16.5,2000-07-18
15.25,2000-07-19
16.125,2000-07-20
16.187999725341797,2000-07-21
15.75,2000-07-24
15.687999725341797,2000-07-25
15.375,2000-07-26
15.25,2000-07-27
14.125,2000-07-28
12.75,2000-07-31
13.437999725341797,2000-08-01
14.312999725341797,2000-08-02
13.625,2000-08-03
13.937999725341797,2000-08-04
14.75,2000-08-07
13.875,2000-08-08
14.187999725341797,2000-08-09
13.25,2000-08-10
14.5,2000-08-11
13.875,2000-08-14
13.937999725341797,2000-08-15
13.875,2000-08-16
13.75,2000-08-17
13.062999725341797,2000-08-18
13.937999725341797,2000-08-21
14.125,2000-08-22
14.375,2000-08-23
14.5,2000-08-24
14.125,2000-08-25
13.75,2000-08-28
13.5,2000-08-29
13.5,2000-08-30
13.562999725341797,2000-08-31
13.625,2000-09-01
13.75,2000-09-05
13.375,2000-09-06
13.875,2000-09-07
13.312999725341797,2000-09-08
13.5,2000-09-11
13.75,2000-09-12
13.562999725341797,2000-09-13
13.5,2000-09-14
12.75,2000-09-15
12.0,2000-09-18
11.875,2000-09-19
11.562999725341797,2000-09-20
11.062999725341797,2000-09-21
11.125,2000-09-22
11.125,2000-09-25
10.625,2000-09-26
10.437999725341797,2000-09-27
10.812999725341797,2000-09-28
10.75,2000-09-29
10.5,2000-10-02
10.25,2000-10-03
9.875,2000-10-04
10.375,2000-10-05
10.625,2000-10-06
9.937999725341797,2000-10-09
9.25,2000-10-10
9.625,2000-10-11
9.0,2000-10-12
9.0,2000-10-13
8.5,2000-10-16
8.062999725341797,2000-10-17
7.75,2000-10-18
7.75,2000-10-19
7.813000202178955,2000-10-20
7.813000202178955,2000-10-23
9.5,2000-10-24
9.031000137329102,2000-10-25
9.468999862670898,2000-10-26
9.25,2000-10-27
9.187999725341797,2000-10-30
10.125,2000-10-31
11.0,2000-11-01
12.25,2000-11-02
12.062999725341797,2000-11-03
11.312999725341797,2000-11-06
11.687999725341797,2000-11-07
11.5,2000-11-08
10.25,2000-11-09
9.562999725341797,2000-11-10
8.437999725341797,2000-11-13
9.0,2000-11-14
9.812999725341797,2000-11-15
9.5,2000-11-16
9.625,2000-11-17
9.187999725341797,2000-11-20
8.937999725341797,2000-11-21
8.625,2000-11-22
9.562999725341797,2000-11-24
9.75,2000-11-27
9.218999862670898,2000-11-28
9.437999725341797,2000-11-29
10.75,2000-11-30
11.25,2000-12-01
10.875,2000-12-04
10.75,2000-12-05
10.625,2000-12-06
10.812999725341797,2000-12-07
10.25,2000-12-08
10.187999725341797,2000-12-11
9.312999725341797,2000-12-12
8.937999725341797,2000-12-13
8.5,2000-12-14
9.0,2000-12-15
8.687999725341797,2000-12-18
8.0,2000-12-19
7.125,2000-12-20
7.125,2000-12-21
7.688000202178955,2000-12-22
7.813000202178955,2000-12-26
7.125,2000-12-27
7.875,2000-12-28
7.875,2000-12-29
7.375,2001-01-02
8.375,2001-01-03
8.218999862670898,2001-01-04
7.625,2001-01-05
7.813000202178955,2001-01-08
6.0,2001-01-09
6.875,2001-01-10
8.156000137329102,2001-01-11
8.531000137329102,2001-01-12
12.187999725341797,2001-01-16
11.0,2001-01-17
10.937999725341797,2001-01-18
10.437999725341797,2001-01-19
10.5,2001-01-22
11.0,2001-01-23
10.562999725341797,2001-01-24
11.562999725341797,2001-01-25
11.875,2001-01-26
11.0,2001-01-29
10.875,2001-01-30
11.062999725341797,2001-01-31
11.0,2001-02-01
10.437999725341797,2001-02-02
10.0,2001-02-05
10.5,2001-02-06
10.17199993133545,2001-02-07
10.062999725341797,2001-02-08
9.937999725341797,2001-02-09
10.25,2001-02-12
10.25,2001-02-13
9.843999862670898,2001-02-14
10.187999725341797,2001-02-15
10.187999725341797,2001-02-16
10.5,2001-02-20
9.937999725341797,2001-02-21
10.062999725341797,2001-02-22
10.0,2001-02-23
10.187999725341797,2001-02-26
10.0,2001-02-27
9.375,2001-02-28
9.25,2001-03-01
9.687999725341797,2001-03-02
9.937999725341797,2001-03-05
10.125,2001-03-06
11.125,2001-03-07
11.0,2001-03-08
11.031000137329102,2001-03-09
9.0,2001-03-12
9.25,2001-03-13
8.437999725341797,2001-03-14
9.062999725341797,2001-03-15
8.437999725341797,2001-03-16
9.375,2001-03-19
9.343999862670898,2001-03-20
7.5,2001-03-21
8.625,2001-03-22
8.687999725341797,2001-03-23
9.062999725341797,2001-03-26
10.0,2001-03-27
9.25,2001-03-28
10.0,2001-03-29
9.937999725341797,2001-03-30
9.0,2001-04-02
9.125,2001-04-03
9.125,2001-04-04
9.937999725341797,2001-04-05
9.0,2001-04-06
9.5,2001-04-09
9.75,2001-04-10
9.229999542236328,2001-04-11
9.75,2001-04-12
9.75,2001-04-16
9.739999771118164,2001-04-17
10.449000358581543,2001-04-18
10.739999771118164,2001-04-19
10.788999557495117,2001-04-20
9.3100004196167,2001-04-23
9.09000015258789,2001-04-24
9.75,2001-04-25
9.649999618530273,2001-04-26
9.829999923706055,2001-04-27
